# duxdy*kolmogorov_time,p_y
-1.937500000000000000e+00,-5.848082499999999184e-01
-1.812500000000000000e+00,-2.412084000000000172e-01
-1.687500000000000000e+00,-5.166735238095236937e-01
-1.562500000000000000e+00,-5.236747209302325956e-01
-1.437500000000000000e+00,-5.504904102564103230e-01
-1.312500000000000000e+00,-5.738194451612897984e-01
-1.187500000000000000e+00,-6.166507104477608747e-01
-1.062500000000000000e+00,-6.080431661585365966e-01
-9.375000000000000000e-01,-5.957062254545453239e-01
-8.125000000000000000e-01,-5.729012309131732428e-01
-6.875000000000000000e-01,-5.203190460626908598e-01
-5.625000000000000000e-01,-4.540619319966033851e-01
-4.375000000000000000e-01,-3.694583410304089766e-01
-3.125000000000000000e-01,-2.746089451169412277e-01
-1.875000000000000000e-01,-1.689982317607649498e-01
-6.250000000000000000e-02,-5.711420515931949632e-02
6.250000000000000000e-02,5.592523895371531023e-02
1.875000000000000000e-01,1.671567862013337846e-01
3.125000000000000000e-01,2.713941413279924442e-01
4.375000000000000000e-01,3.623834060774983046e-01
5.625000000000000000e-01,4.357021480310153683e-01
6.875000000000000000e-01,5.024985394257965865e-01
8.125000000000000000e-01,5.493384695441698717e-01
9.375000000000000000e-01,5.858113994464942964e-01
1.062500000000000000e+00,6.282526776699034476e-01
1.187500000000000000e+00,6.333008619402982209e-01
1.312500000000000000e+00,6.290972913907283415e-01
1.437500000000000000e+00,6.486261842105264241e-01
1.562500000000000000e+00,7.077153513513514405e-01
1.687500000000000000e+00,7.087576666666666192e-01
1.812500000000000000e+00,6.767119000000000328e-01
1.937500000000000000e+00,2.823910000000000031e-01
