# duxdy*kolmogorov_time,p_x
-1.937500000000000000e+00,nan
-1.812500000000000000e+00,nan
-1.687500000000000000e+00,nan
-1.562500000000000000e+00,nan
-1.437500000000000000e+00,nan
-1.312500000000000000e+00,-6.212140000000000439e-01
-1.187500000000000000e+00,-5.335416666666666918e-01
-1.062500000000000000e+00,3.113722307692307623e-01
-9.375000000000000000e-01,8.603599999999997361e-02
-8.125000000000000000e-01,1.602746909090909389e-01
-6.875000000000000000e-01,2.650584615384614651e-01
-5.625000000000000000e-01,2.552972994652406014e-01
-4.375000000000000000e-01,3.315633899999996803e-01
-3.125000000000000000e-01,3.383350078864353350e-01
-1.875000000000000000e-01,3.349642436363636788e-01
-6.250000000000000000e-02,3.225909242761688112e-01
6.250000000000000000e-02,3.623326354401806837e-01
1.875000000000000000e-01,3.396793664429529902e-01
3.125000000000000000e-01,3.175845559701490073e-01
4.375000000000000000e-01,3.271659083557953984e-01
5.625000000000000000e-01,3.056147919075145047e-01
6.875000000000000000e-01,3.173792327586207329e-01
8.125000000000000000e-01,1.924910281690140890e-01
9.375000000000000000e-01,2.118582580645161362e-01
1.062500000000000000e+00,3.766849130434782311e-01
1.187500000000000000e+00,-7.267539999999997336e-02
1.312500000000000000e+00,3.036183333333333234e-01
1.437500000000000000e+00,-2.800869999999999749e-01
1.562500000000000000e+00,7.085504999999999720e-01
1.687500000000000000e+00,nan
1.812500000000000000e+00,nan
1.937500000000000000e+00,nan
