# omega_z*kolmogorov_time,p_x
-1.937500000000000000e+00,1.092386168461999985e+00
-1.812500000000000000e+00,1.063919833160945849e+00
-1.687500000000000000e+00,1.032225034779660655e+00
-1.562500000000000000e+00,9.968098009059177533e-01
-1.437500000000000000e+00,9.571054612744418488e-01
-1.312500000000000000e+00,9.124624583221511154e-01
-1.187500000000000000e+00,8.621508488077529453e-01
-1.062500000000000000e+00,8.053708841545754726e-01
-9.375000000000000000e-01,7.412837238961850206e-01
-8.125000000000000000e-01,6.690661675123961150e-01
-6.875000000000000000e-01,5.880043871605712402e-01
-5.625000000000000000e-01,4.976163224865760015e-01
-4.375000000000000000e-01,3.978372837354011149e-01
-3.125000000000000000e-01,2.892978026968389127e-01
-1.875000000000000000e-01,1.735479785735368485e-01
-6.250000000000000000e-02,5.312179295919196992e-02
6.250000000000000000e-02,-6.873324532044648716e-02
1.875000000000000000e-01,-1.885573564018213910e-01
3.125000000000000000e-01,-3.032453826009307574e-01
4.375000000000000000e-01,-4.104991243675050749e-01
5.625000000000000000e-01,-5.089445084728080326e-01
6.875000000000000000e-01,-5.980483724167030557e-01
8.125000000000000000e-01,-6.779149760084216547e-01
9.375000000000000000e-01,-7.490446826698636817e-01
1.062500000000000000e+00,-8.121601570132641612e-01
1.187500000000000000e+00,-8.680835461027737177e-01
1.312500000000000000e+00,-9.176526162163591849e-01
1.437500000000000000e+00,-9.616595645486019084e-01
1.562500000000000000e+00,-1.000823108529394823e+00
1.687500000000000000e+00,-1.035780475002937795e+00
1.812500000000000000e+00,-1.067087907900587496e+00
1.937500000000000000e+00,-1.095225853947918049e+00
