# omega_z*kolmogorov_time,p_x
-1.937500000000000000e+00,6.754835999999999618e-01
-1.812500000000000000e+00,8.023963333333332670e-01
-1.687500000000000000e+00,6.211916250000000250e-01
-1.562500000000000000e+00,6.612509090909092224e-01
-1.437500000000000000e+00,5.583183999999999925e-01
-1.312500000000000000e+00,6.608246249999999433e-01
-1.187500000000000000e+00,7.373501282051282413e-01
-1.062500000000000000e+00,7.081415411764705459e-01
-9.375000000000000000e-01,7.563939799999999103e-01
-8.125000000000000000e-01,7.445981190476189671e-01
-6.875000000000000000e-01,7.584016245353161212e-01
-5.625000000000000000e-01,7.738906000000002061e-01
-4.375000000000000000e-01,8.128673052391810483e-01
-3.125000000000000000e-01,7.993291911468825006e-01
-1.875000000000000000e-01,8.517151720226839862e-01
-6.250000000000000000e-02,8.262674285714295408e-01
6.250000000000000000e-02,8.612815342237063465e-01
1.875000000000000000e-01,8.333832288461539006e-01
3.125000000000000000e-01,8.241216314699791878e-01
4.375000000000000000e-01,8.137244130434782008e-01
5.625000000000000000e-01,8.150982499999996911e-01
6.875000000000000000e-01,7.374918051282052245e-01
8.125000000000000000e-01,7.528197483443707094e-01
9.375000000000000000e-01,7.668555999999997486e-01
1.062500000000000000e+00,7.528577346938774006e-01
1.187500000000000000e+00,6.185515200000000213e-01
1.312500000000000000e+00,5.854721724137931238e-01
1.437500000000000000e+00,6.218054285714286200e-01
1.562500000000000000e+00,5.190796153846153338e-01
1.687500000000000000e+00,3.547917777777777615e-01
1.812500000000000000e+00,8.148083333333332456e-01
1.937500000000000000e+00,3.679819999999999758e-01
