# omega_z*kolmogorov_time,p_x
-1.937500000000000000e+00,8.684614099143133092e-01
-1.812500000000000000e+00,8.530212024054155684e-01
-1.687500000000000000e+00,8.349793249686051633e-01
-1.562500000000000000e+00,8.138086309761082271e-01
-1.437500000000000000e+00,7.888777539589676424e-01
-1.312500000000000000e+00,7.594426295742380262e-01
-1.187500000000000000e+00,7.246457343915677640e-01
-1.062500000000000000e+00,6.835293003967308767e-01
-9.375000000000000000e-01,6.350774499772130488e-01
-8.125000000000000000e-01,5.782938698425228452e-01
-6.875000000000000000e-01,5.123250903585049310e-01
-5.625000000000000000e-01,4.366098848165207991e-01
-4.375000000000000000e-01,3.510706294298487351e-01
-3.125000000000000000e-01,2.563920757130637162e-01
-1.875000000000000000e-01,1.542368743007084542e-01
-6.250000000000000000e-02,4.726951000427555283e-02
6.250000000000000000e-02,-6.114552206051997174e-02
1.875000000000000000e-01,-1.674534097483834361e-01
3.125000000000000000e-01,-2.684565327576564076e-01
4.375000000000000000e-01,-3.617541200104193999e-01
5.625000000000000000e-01,-4.458773378233866214e-01
6.875000000000000000e-01,-5.202435647233102367e-01
8.125000000000000000e-01,-5.849714867941728791e-01
9.375000000000000000e-01,-6.406464683855181974e-01
1.062500000000000000e+00,-6.881347774601217493e-01
1.187500000000000000e+00,-7.284353835667479737e-01
1.312500000000000000e+00,-7.625610781480424150e-01
1.437500000000000000e+00,-7.914545725061754577e-01
1.562500000000000000e+00,-8.159534912344744706e-01
1.687500000000000000e+00,-8.367815839089344232e-01
1.812500000000000000e+00,-8.545513525645193065e-01
1.937500000000000000e+00,-8.697740789881398538e-01
