# omega_z*kolmogorov_time,angle_z
-1.937500000000000000e+00,nan
-1.812500000000000000e+00,nan
-1.687500000000000000e+00,4.937191333257270331e-01
-1.562500000000000000e+00,-1.107646961776054484e+00
-1.437500000000000000e+00,nan
-1.312500000000000000e+00,-1.483562977737914679e+00
-1.187500000000000000e+00,-1.353438286829376391e+00
-1.062500000000000000e+00,-1.552672637137886280e+00
-9.375000000000000000e-01,-1.508519500436986460e+00
-8.125000000000000000e-01,-1.019214674076053262e+00
-6.875000000000000000e-01,-1.107514330057885354e+00
-5.625000000000000000e-01,-9.309285071500477127e-01
-4.375000000000000000e-01,-8.326836694452902643e-01
-3.125000000000000000e-01,-6.352346398207030509e-01
-1.875000000000000000e-01,-4.425824984159639763e-01
-6.250000000000000000e-02,-1.711016937840293961e-01
6.250000000000000000e-02,1.619774262508732188e-01
1.875000000000000000e-01,4.491782626363266528e-01
3.125000000000000000e-01,6.654104363562051150e-01
4.375000000000000000e-01,7.686343619747684208e-01
5.625000000000000000e-01,8.624879603708156539e-01
6.875000000000000000e-01,8.771484824632467259e-01
8.125000000000000000e-01,1.116435640580149879e+00
9.375000000000000000e-01,1.108890676281715670e+00
1.062500000000000000e+00,1.054732098713851540e+00
1.187500000000000000e+00,1.144102655442114314e+00
1.312500000000000000e+00,1.273637922523483068e+00
1.437500000000000000e+00,1.506275748594638753e-01
1.562500000000000000e+00,nan
1.687500000000000000e+00,nan
1.812500000000000000e+00,nan
1.937500000000000000e+00,nan
