# omega_z*kolmogorov_time,angle_z
-1.937500000000000000e+00,nan
-1.812500000000000000e+00,nan
-1.687500000000000000e+00,-2.488154691877535463e-01
-1.562500000000000000e+00,nan
-1.437500000000000000e+00,nan
-1.312500000000000000e+00,2.427294282805091186e+00
-1.187500000000000000e+00,-1.244847276216978882e+00
-1.062500000000000000e+00,1.638783116732168921e+00
-9.375000000000000000e-01,5.206316783174242957e-01
-8.125000000000000000e-01,4.310549915116547726e-01
-6.875000000000000000e-01,3.599219705420278470e-01
-5.625000000000000000e-01,6.456161966899021110e-02
-4.375000000000000000e-01,2.362422837541277854e-01
-3.125000000000000000e-01,1.542433905639870040e-01
-1.875000000000000000e-01,1.023259438890829487e-01
-6.250000000000000000e-02,-6.564470877561234818e-02
6.250000000000000000e-02,-5.522793736332845538e-02
1.875000000000000000e-01,-2.240563038353834691e-01
3.125000000000000000e-01,-2.394383241582572486e-01
4.375000000000000000e-01,-2.744577567719792555e-01
5.625000000000000000e-01,-4.377533535979806767e-01
6.875000000000000000e-01,-4.567097358297518284e-01
8.125000000000000000e-01,-3.443556676505147296e-01
9.375000000000000000e-01,-4.877981528614362960e-01
1.062500000000000000e+00,-1.000075540454217871e+00
1.187500000000000000e+00,-6.521395887156952176e-01
1.312500000000000000e+00,nan
1.437500000000000000e+00,3.503183913457131871e-01
1.562500000000000000e+00,-1.007272521203084858e+00
1.687500000000000000e+00,-3.062081404914986482e+00
1.812500000000000000e+00,nan
1.937500000000000000e+00,-4.274189350106057106e-02
