# omega_z*kolmogorov_time,p_x
-1.937500000000000000e+00,-1.579766666666666819e-01
-1.812500000000000000e+00,4.165036666666666609e-01
-1.687500000000000000e+00,-2.451990909090908527e-02
-1.562500000000000000e+00,1.798701538461538185e-01
-1.437500000000000000e+00,3.896548095238095977e-01
-1.312500000000000000e+00,-1.639918888888889092e-01
-1.187500000000000000e+00,6.040050000000000974e-02
-1.062500000000000000e+00,1.022499729729729606e-01
-9.375000000000000000e-01,1.019985086206896263e-01
-8.125000000000000000e-01,1.976631392405062693e-01
-6.875000000000000000e-01,2.203532542372881597e-01
-5.625000000000000000e-01,2.284636465517243253e-01
-4.375000000000000000e-01,2.297781299019609202e-01
-3.125000000000000000e-01,2.764790192678228120e-01
-1.875000000000000000e-01,3.020541441947563466e-01
-6.250000000000000000e-02,2.940588632326817664e-01
6.250000000000000000e-02,3.392733195488718545e-01
1.875000000000000000e-01,2.978712454361054363e-01
3.125000000000000000e-01,2.931282212581343138e-01
4.375000000000000000e-01,2.859214083769636150e-01
5.625000000000000000e-01,2.635848224299066067e-01
6.875000000000000000e-01,2.041038973384028954e-01
8.125000000000000000e-01,1.994633010204081847e-01
9.375000000000000000e-01,2.994278288288289014e-01
1.062500000000000000e+00,1.370688300000000026e-01
1.187500000000000000e+00,1.569934000000000052e-01
1.312500000000000000e+00,1.052225294117647286e-01
1.437500000000000000e+00,1.195807600000000082e-01
1.562500000000000000e+00,8.949131578947369658e-02
1.687500000000000000e+00,-1.083428571428569562e-02
1.812500000000000000e+00,-1.262183333333333490e-01
1.937500000000000000e+00,nan
