# duxdy*kolmogorov_time,p_y
-1.937500000000000000e+00,1.988679999999999615e-01
-1.812500000000000000e+00,1.632612727272727271e-01
-1.687500000000000000e+00,1.065341052631578883e-01
-1.562500000000000000e+00,8.252045454545454961e-02
-1.437500000000000000e+00,6.700543298969072192e-02
-1.312500000000000000e+00,5.979647596153843392e-02
-1.187500000000000000e+00,2.141337122969837886e-02
-1.062500000000000000e+00,1.568493251533742416e-02
-9.375000000000000000e-01,1.570028109756098703e-02
-8.125000000000000000e-01,1.086983847607052647e-02
-6.875000000000000000e-01,4.716430220537560190e-03
-5.625000000000000000e-01,3.531767724970781216e-03
-4.375000000000000000e-01,2.203165218398795127e-03
-3.125000000000000000e-01,7.021107950347276524e-04
-1.875000000000000000e-01,2.077255554391115283e-04
-6.250000000000000000e-02,3.056739906916335590e-04
6.250000000000000000e-02,4.117397014421151627e-04
1.875000000000000000e-01,-7.134206433101784395e-04
3.125000000000000000e-01,-2.566567573318205044e-03
4.375000000000000000e-01,-3.439286435786432280e-03
5.625000000000000000e-01,-3.793527862407864836e-03
6.875000000000000000e-01,-6.024431708224780267e-03
8.125000000000000000e-01,-9.650047940580693331e-03
9.375000000000000000e-01,-1.049217329910141078e-02
1.062500000000000000e+00,-1.936770979899497466e-02
1.187500000000000000e+00,-3.370192894736841194e-02
1.312500000000000000e+00,-5.727731840796020796e-02
1.437500000000000000e+00,-7.975362244897957198e-02
1.562500000000000000e+00,-1.116095749999999748e-01
1.687500000000000000e+00,-1.022401851851851839e-01
1.812500000000000000e+00,-1.405487692307692271e-01
1.937500000000000000e+00,-1.093859090909090753e-01
