# duxdy*kolmogorov_time,p_x
-1.937500000000000000e+00,nan
-1.812500000000000000e+00,nan
-1.687500000000000000e+00,-4.336799999999999683e-02
-1.562500000000000000e+00,nan
-1.437500000000000000e+00,-2.102470000000000172e-01
-1.312500000000000000e+00,7.149577499999999475e-01
-1.187500000000000000e+00,7.459508571428571377e-01
-1.062500000000000000e+00,6.693574666666666229e-01
-9.375000000000000000e-01,7.631489047619048893e-01
-8.125000000000000000e-01,6.680327547169809810e-01
-6.875000000000000000e-01,7.996026776859503915e-01
-5.625000000000000000e-01,8.251327745098037125e-01
-4.375000000000000000e-01,8.353466561743344565e-01
-3.125000000000000000e-01,8.339471026936027265e-01
-1.875000000000000000e-01,8.358756561264824025e-01
-6.250000000000000000e-02,8.209007486338804060e-01
6.250000000000000000e-02,8.263901255506609367e-01
1.875000000000000000e-01,8.424134191780822123e-01
3.125000000000000000e-01,8.337153113043476171e-01
4.375000000000000000e-01,7.876765821727023109e-01
5.625000000000000000e-01,7.517077081339711420e-01
6.875000000000000000e-01,7.518683360655739056e-01
8.125000000000000000e-01,7.003701451612904805e-01
9.375000000000000000e-01,6.750100526315788718e-01
1.062500000000000000e+00,7.155683124999999700e-01
1.187500000000000000e+00,8.820191111111110871e-01
1.312500000000000000e+00,5.379370000000001095e-01
1.437500000000000000e+00,1.983090000000000130e-01
1.562500000000000000e+00,nan
1.687500000000000000e+00,nan
1.812500000000000000e+00,nan
1.937500000000000000e+00,nan
