# duxdy*kolmogorov_time,p_x
-1.937500000000000000e+00,1.925702000000000247e-01
-1.812500000000000000e+00,1.651601538461537899e-01
-1.687500000000000000e+00,1.358905833333332869e-01
-1.562500000000000000e+00,1.145067173913043440e-01
-1.437500000000000000e+00,1.591193647058823379e-01
-1.312500000000000000e+00,7.942269072164945265e-02
-1.187500000000000000e+00,5.395842824601364274e-02
-1.062500000000000000e+00,9.652548946135827701e-02
-9.375000000000000000e-01,1.454040931790497593e-01
-8.125000000000000000e-01,1.961170409653860136e-01
-6.875000000000000000e-01,2.389074855905384542e-01
-5.625000000000000000e-01,2.497655683878983179e-01
-4.375000000000000000e-01,2.625652776167849423e-01
-3.125000000000000000e-01,2.916309119297201824e-01
-1.875000000000000000e-01,3.183001094676912168e-01
-6.250000000000000000e-02,3.372634967292025832e-01
6.250000000000000000e-02,3.305855918480117284e-01
1.875000000000000000e-01,3.251225272672023103e-01
3.125000000000000000e-01,3.006583325583028765e-01
4.375000000000000000e-01,2.649590494693782605e-01
5.625000000000000000e-01,2.241700949514571495e-01
6.875000000000000000e-01,2.024635098535526312e-01
8.125000000000000000e-01,1.626685468380113520e-01
9.375000000000000000e-01,1.106092167648983771e-01
1.062500000000000000e+00,1.211661432506886543e-01
1.187500000000000000e+00,8.367475796178350245e-02
1.312500000000000000e+00,1.474420845070423536e-01
1.437500000000000000e+00,1.602955223880595317e-02
1.562500000000000000e+00,3.619389655172413484e-02
1.687500000000000000e+00,1.246331000000000105e-01
1.812500000000000000e+00,-3.070370000000000044e-01
1.937500000000000000e+00,-3.149925000000000086e-01
