# omega_z*kolmogorov_time,p_y
-1.937500000000000000e+00,4.280804999999999749e-01
-1.812500000000000000e+00,-3.530078333333333540e-01
-1.687500000000000000e+00,-7.313818181818182440e-02
-1.562500000000000000e+00,-2.166817777777777787e-01
-1.437500000000000000e+00,1.128033684210526522e-01
-1.312500000000000000e+00,-3.216320357142857245e-01
-1.187500000000000000e+00,-1.614043260869564844e-01
-1.062500000000000000e+00,-2.282199111111111733e-01
-9.375000000000000000e-01,-1.634661551724138073e-01
-8.125000000000000000e-01,-2.051524175824175622e-01
-6.875000000000000000e-01,-1.087356706827308922e-01
-5.625000000000000000e-01,-1.322026772151899121e-01
-4.375000000000000000e-01,-6.818472619047616368e-02
-3.125000000000000000e-01,-2.489085287846480241e-02
-1.875000000000000000e-01,-5.462841592920347072e-02
-6.250000000000000000e-02,-1.040215000000000410e-02
6.250000000000000000e-02,-3.421145421903050259e-03
1.875000000000000000e-01,4.470893129770987795e-02
3.125000000000000000e-01,6.832802477477481484e-02
4.375000000000000000e-01,9.398612207792210460e-02
5.625000000000000000e-01,6.044840255591049649e-02
6.875000000000000000e-01,5.379919011406847362e-02
8.125000000000000000e-01,1.158775438596491431e-01
9.375000000000000000e-01,5.320496124031006552e-02
1.062500000000000000e+00,3.789323529411765118e-02
1.187500000000000000e+00,1.747778363636363907e-01
1.312500000000000000e+00,-2.510168085106381786e-02
1.437500000000000000e+00,1.996475789473684537e-01
1.562500000000000000e+00,-2.242286153846154151e-01
1.687500000000000000e+00,-2.902473333333333572e-01
1.812500000000000000e+00,6.390933333333330413e-02
1.937500000000000000e+00,-8.308412499999998091e-02
