# omega_z*kolmogorov_time,p_x
-1.937500000000000000e+00,1.406065712862573314e+00
-1.812500000000000000e+00,1.394243245450373481e+00
-1.687500000000000000e+00,1.380594651946422724e+00
-1.562500000000000000e+00,1.364665524300491262e+00
-1.437500000000000000e+00,1.345860252815872515e+00
-1.312500000000000000e+00,1.323356409979121961e+00
-1.187500000000000000e+00,1.296043605938970611e+00
-1.062500000000000000e+00,1.262362147124594047e+00
-9.375000000000000000e-01,1.220198578214994445e+00
-8.125000000000000000e-01,1.166887751938901152e+00
-6.875000000000000000e-01,1.098147640652301416e+00
-5.625000000000000000e-01,1.006598294945797001e+00
-4.375000000000000000e-01,8.809725153418680454e-01
-3.125000000000000000e-01,7.043408649189276671e-01
-1.875000000000000000e-01,4.569285917436576860e-01
-6.250000000000000000e-02,1.345465956728129076e-01
6.250000000000000000e-02,-2.182053975147675018e-01
1.875000000000000000e-01,-5.251307846650586919e-01
3.125000000000000000e-01,-7.535560939761003496e-01
4.375000000000000000e-01,-9.158115499631829248e-01
5.625000000000000000e-01,-1.031994749164191427e+00
6.875000000000000000e-01,-1.117439095819651396e+00
8.125000000000000000e-01,-1.181941985165497089e+00
9.375000000000000000e-01,-1.231791104827407946e+00
1.062500000000000000e+00,-1.271218834195741554e+00
1.187500000000000000e+00,-1.302933823781118994e+00
1.312500000000000000e+00,-1.328824840862955048e+00
1.437500000000000000e+00,-1.350305499976388379e+00
1.562500000000000000e+00,-1.368346856630497488e+00
1.687500000000000000e+00,-1.383705913139388954e+00
1.812500000000000000e+00,-1.396944598434995077e+00
1.937500000000000000e+00,-1.408439102601707349e+00
