# omega_z*kolmogorov_time,angle_z
-1.937500000000000000e+00,1.646190594675088326e+00
-1.812500000000000000e+00,7.019721755150628573e-01
-1.687500000000000000e+00,5.507020325696754259e-01
-1.562500000000000000e+00,8.072661146560760059e-01
-1.437500000000000000e+00,9.170031970091376827e-01
-1.312500000000000000e+00,1.073795527018233109e+00
-1.187500000000000000e+00,9.912873047715228259e-01
-1.062500000000000000e+00,9.989994134688416905e-01
-9.375000000000000000e-01,8.516344816629147774e-01
-8.125000000000000000e-01,7.124373882074570563e-01
-6.875000000000000000e-01,6.394406591548974506e-01
-5.625000000000000000e-01,5.639915024437086588e-01
-4.375000000000000000e-01,4.538239742080865113e-01
-3.125000000000000000e-01,3.384289162753123525e-01
-1.875000000000000000e-01,1.998948422108196843e-01
-6.250000000000000000e-02,6.613641950455002860e-02
6.250000000000000000e-02,-8.101587739979727865e-02
1.875000000000000000e-01,-2.075332084977505875e-01
3.125000000000000000e-01,-3.501488318096536156e-01
4.375000000000000000e-01,-4.954560838797456013e-01
5.625000000000000000e-01,-6.050079348767920528e-01
6.875000000000000000e-01,-7.402677813268979667e-01
8.125000000000000000e-01,-8.529840420747784036e-01
9.375000000000000000e-01,-9.058449386150013716e-01
1.062500000000000000e+00,-1.074094646869210079e+00
1.187500000000000000e+00,-1.073974158335492923e+00
1.312500000000000000e+00,-1.032653800233788832e+00
1.437500000000000000e+00,-6.439543706483711327e-01
1.562500000000000000e+00,-9.844464564577807275e-01
1.687500000000000000e+00,-7.318990633739005380e-01
1.812500000000000000e+00,-6.535146710135615322e-01
1.937500000000000000e+00,-4.550769039611678446e-01
