# omega_z*kolmogorov_time,p_x
-1.937500000000000000e+00,-2.427860919540230505e-02
-1.812500000000000000e+00,6.960719999999986224e-03
-1.687500000000000000e+00,1.575615397849463029e-01
-1.562500000000000000e+00,1.829053186968836731e-01
-1.437500000000000000e+00,2.300460370370365493e-01
-1.312500000000000000e+00,2.604378593059931690e-01
-1.187500000000000000e+00,3.307925854922283415e-01
-1.062500000000000000e+00,4.029786211577873201e-01
-9.375000000000000000e-01,4.670145610095735589e-01
-8.125000000000000000e-01,5.127014090854176143e-01
-6.875000000000000000e-01,5.694673656134955353e-01
-5.625000000000000000e-01,6.145301212425458015e-01
-4.375000000000000000e-01,6.590924501582727801e-01
-3.125000000000000000e-01,6.971669743437233224e-01
-1.875000000000000000e-01,7.251579013532275519e-01
-6.250000000000000000e-02,7.382795478888761753e-01
6.250000000000000000e-02,7.424556147036817100e-01
1.875000000000000000e-01,7.284697956375720818e-01
3.125000000000000000e-01,6.988802695187185110e-01
4.375000000000000000e-01,6.621893041974502570e-01
5.625000000000000000e-01,6.196720158883040064e-01
6.875000000000000000e-01,5.634018394050606116e-01
8.125000000000000000e-01,5.032518067980965570e-01
9.375000000000000000e-01,4.429330817635273032e-01
1.062500000000000000e+00,3.601629173239845882e-01
1.187500000000000000e+00,2.927110977375565470e-01
1.312500000000000000e+00,2.252985356164388109e-01
1.437500000000000000e+00,1.732917079365077773e-01
1.562500000000000000e+00,1.462889285714286114e-01
1.687500000000000000e+00,1.200679636363636976e-01
1.812500000000000000e+00,8.418347330960856967e-02
1.937500000000000000e+00,6.417730656934307609e-02
