# omega_z*kolmogorov_time,angle_z
-1.937500000000000000e+00,4.116366219968918827e-01
-1.812500000000000000e+00,1.902563295497572970e-01
-1.687500000000000000e+00,1.124808386714938185e-01
-1.562500000000000000e+00,8.882676129293524958e-02
-1.437500000000000000e+00,6.801199149734429850e-02
-1.312500000000000000e+00,6.124494534178320793e-02
-1.187500000000000000e+00,2.189238226254602501e-02
-1.062500000000000000e+00,1.584843639056189926e-02
-9.375000000000000000e-01,1.591970293330079167e-02
-8.125000000000000000e-01,1.097335257347455996e-02
-6.875000000000000000e-01,4.741651775199255854e-03
-5.625000000000000000e-01,3.552493713407004795e-03
-4.375000000000000000e-01,2.218512625388039707e-03
-3.125000000000000000e-01,7.068019811668913976e-04
-1.875000000000000000e-01,2.089375647312433993e-04
-6.250000000000000000e-02,3.075118196250304476e-04
6.250000000000000000e-02,4.141597920983521226e-04
1.875000000000000000e-01,-7.178690057848759361e-04
3.125000000000000000e-01,-2.584688699730661350e-03
4.375000000000000000e-01,-3.466567702224206560e-03
5.625000000000000000e-01,-3.822819656567405348e-03
6.875000000000000000e-01,-6.063885953177102113e-03
8.125000000000000000e-01,-9.727584449857775220e-03
9.375000000000000000e-01,-1.054911264336813245e-02
1.062500000000000000e+00,-1.947234525483438478e-02
1.187500000000000000e+00,-3.417525875443092054e-02
1.312500000000000000e+00,-5.822698098968150798e-02
1.437500000000000000e+00,-8.137606733914883039e-02
1.562500000000000000e+00,-1.134574472611332846e-01
1.687500000000000000e+00,-1.038094411175344844e-01
1.812500000000000000e+00,-1.445767481135470378e-01
1.937500000000000000e+00,-1.101260934934900765e-01
