# omega_z*kolmogorov_time,p_y
-1.937500000000000000e+00,-3.806244000000000294e-01
-1.812500000000000000e+00,2.149480000000000834e-02
-1.687500000000000000e+00,3.372637999999999470e-01
-1.562500000000000000e+00,-2.547756000000000465e-01
-1.437500000000000000e+00,-1.240149999999999864e-01
-1.312500000000000000e+00,-2.229570882352941430e-01
-1.187500000000000000e+00,-3.066347021276595863e-01
-1.062500000000000000e+00,-2.647861395348836688e-01
-9.375000000000000000e-01,-2.205433333333333967e-01
-8.125000000000000000e-01,-2.042105789473684652e-01
-6.875000000000000000e-01,-1.395864030418251522e-01
-5.625000000000000000e-01,-1.600552061538461912e-01
-4.375000000000000000e-01,-1.741642191142190599e-01
-3.125000000000000000e-01,-7.449716810344834961e-02
-1.875000000000000000e-01,-8.661556227106217976e-02
-6.250000000000000000e-02,-1.335264726631393492e-02
6.250000000000000000e-02,1.447197164461246424e-02
1.875000000000000000e-01,1.309902201834862480e-02
3.125000000000000000e-01,8.758045512820518408e-02
4.375000000000000000e-01,1.231023224043715225e-01
5.625000000000000000e-01,5.803160830860532721e-02
6.875000000000000000e-01,1.213139797570850775e-01
8.125000000000000000e-01,1.555298809523809056e-01
9.375000000000000000e-01,2.117754405594406142e-01
1.062500000000000000e+00,5.428805952380950928e-02
1.187500000000000000e+00,1.701020169491525291e-01
1.312500000000000000e+00,5.740482222222220710e-02
1.437500000000000000e+00,2.998787857142857782e-01
1.562500000000000000e+00,3.180101666666666493e-01
1.687500000000000000e+00,1.909417272727272907e-01
1.812500000000000000e+00,-1.029949999999999789e-02
1.937500000000000000e+00,2.650753333333333850e-01
