# omega_z*kolmogorov_time,p_x
-1.937500000000000000e+00,1.639509625363160250e-01
-1.812500000000000000e+00,1.747499834694624943e-01
-1.687500000000000000e+00,1.869874401763977623e-01
-1.562500000000000000e+00,2.009214578581214883e-01
-1.437500000000000000e+00,2.168498854627204653e-01
-1.312500000000000000e+00,2.351457700416213770e-01
-1.187500000000000000e+00,2.561894278003467029e-01
-1.062500000000000000e+00,2.803675946487311221e-01
-9.375000000000000000e-01,3.079846414480613137e-01
-8.125000000000000000e-01,3.391763335725626605e-01
-6.875000000000000000e-01,3.736007409054361572e-01
-5.625000000000000000e-01,4.099323489731044878e-01
-4.375000000000000000e-01,4.460006921192243845e-01
-3.125000000000000000e-01,4.786854153242229848e-01
-1.875000000000000000e-01,5.039994250376965690e-01
-6.250000000000000000e-02,5.178524546966607467e-01
6.250000000000000000e-02,5.179768658690552252e-01
1.875000000000000000e-01,5.041041034062723192e-01
3.125000000000000000e-01,4.788280253640461726e-01
4.375000000000000000e-01,4.461148924460937581e-01
5.625000000000000000e-01,4.101091991770192124e-01
6.875000000000000000e-01,3.740983903324456294e-01
8.125000000000000000e-01,3.401262511082958073e-01
9.375000000000000000e-01,3.092101518391592863e-01
1.062500000000000000e+00,2.816534841761859642e-01
1.187500000000000000e+00,2.574114677919185357e-01
1.312500000000000000e+00,2.362642783423299642e-01
1.437500000000000000e+00,2.178666021348328596e-01
1.562500000000000000e+00,2.018241566642578200e-01
1.687500000000000000e+00,1.877831345701540533e-01
1.812500000000000000e+00,1.754462376817899349e-01
1.937500000000000000e+00,1.645592303076140461e-01
