# omega_z*kolmogorov_time,p_x
-1.937500000000000000e+00,6.371166857142859241e-01
-1.812500000000000000e+00,6.700320132013199981e-01
-1.687500000000000000e+00,6.986623138173296832e-01
-1.562500000000000000e+00,7.338586620689661055e-01
-1.437500000000000000e+00,7.614342884297520264e-01
-1.312500000000000000e+00,7.881666377691897152e-01
-1.187500000000000000e+00,8.154219716260464601e-01
-1.062500000000000000e+00,8.421278255001197754e-01
-9.375000000000000000e-01,8.649848624177218781e-01
-8.125000000000000000e-01,8.888447493427852342e-01
-6.875000000000000000e-01,9.063056198756727078e-01
-5.625000000000000000e-01,9.224701679614785155e-01
-4.375000000000000000e-01,9.346342896013055679e-01
-3.125000000000000000e-01,9.454514257133022070e-01
-1.875000000000000000e-01,9.518780554307079145e-01
-6.250000000000000000e-02,9.574441948185054008e-01
6.250000000000000000e-02,9.568187258812425044e-01
1.875000000000000000e-01,9.536392673560896149e-01
3.125000000000000000e-01,9.472040695987553605e-01
4.375000000000000000e-01,9.363142507160361339e-01
5.625000000000000000e-01,9.253218086106110851e-01
6.875000000000000000e-01,9.071599008160148303e-01
8.125000000000000000e-01,8.932632155492929993e-01
9.375000000000000000e-01,8.687924136513133222e-01
1.062500000000000000e+00,8.469300508394423943e-01
1.187500000000000000e+00,8.215350973509948362e-01
1.312500000000000000e+00,7.950106729658794613e-01
1.437500000000000000e+00,7.620738862876256237e-01
1.562500000000000000e+00,7.239736851851855670e-01
1.687500000000000000e+00,6.937830171755727804e-01
1.812500000000000000e+00,6.637653028391161669e-01
1.937500000000000000e+00,6.123163195266270176e-01
