# omega_z*kolmogorov_time,p_y
-1.937500000000000000e+00,-3.804960000000000009e-01
-1.812500000000000000e+00,-2.756892499999999968e-01
-1.687500000000000000e+00,-1.028766666666666579e-01
-1.562500000000000000e+00,-1.658882352941165204e-03
-1.437500000000000000e+00,-3.257494705882352792e-01
-1.312500000000000000e+00,-9.878488571428574450e-02
-1.187500000000000000e+00,2.709258823529412871e-02
-1.062500000000000000e+00,2.831844155844156358e-02
-9.375000000000000000e-01,-5.499699999999999728e-02
-8.125000000000000000e-01,-3.546203260869570245e-02
-6.875000000000000000e-01,-6.770757872340422978e-02
-5.625000000000000000e-01,-5.158170198675495616e-02
-4.375000000000000000e-01,-5.658878947368421036e-02
-3.125000000000000000e-01,-6.466613562753036060e-02
-1.875000000000000000e-01,-2.517663520871141897e-02
-6.250000000000000000e-02,-1.440087010676157839e-02
6.250000000000000000e-02,-4.392754607508530390e-02
1.875000000000000000e-01,-1.538019056603772902e-02
3.125000000000000000e-01,4.302278587196464027e-02
4.375000000000000000e-01,1.793906914893616047e-02
5.625000000000000000e-01,7.758828846153843772e-02
6.875000000000000000e-01,4.892775784753360807e-02
8.125000000000000000e-01,1.153902906976743241e-02
9.375000000000000000e-01,6.183060563380281260e-02
1.062500000000000000e+00,3.867762499999998632e-02
1.187500000000000000e+00,2.129652205882353044e-01
1.312500000000000000e+00,8.194100000000001383e-02
1.437500000000000000e+00,2.459177586206896249e-01
1.562500000000000000e+00,6.921285714285711765e-02
1.687500000000000000e+00,-1.386879000000000028e-01
1.812500000000000000e+00,-2.635369999999999657e-01
1.937500000000000000e+00,nan
