# omega_z*kolmogorov_time,p_x
-1.937500000000000000e+00,9.663612801731147339e-01
-1.812500000000000000e+00,9.613542695645020952e-01
-1.687500000000000000e+00,9.551376222122536230e-01
-1.562500000000000000e+00,9.472941283560725179e-01
-1.437500000000000000e+00,9.371943338667003687e-01
-1.312500000000000000e+00,9.239405121498029949e-01
-1.187500000000000000e+00,9.062012196150325272e-01
-1.062500000000000000e+00,8.821026724796942053e-01
-9.375000000000000000e-01,8.490305944305841512e-01
-8.125000000000000000e-01,8.041566427987896226e-01
-6.875000000000000000e-01,7.441122243898116162e-01
-5.625000000000000000e-01,6.644626814521095159e-01
-4.375000000000000000e-01,5.608230204586935885e-01
-3.125000000000000000e-01,4.303995690938127172e-01
-1.875000000000000000e-01,2.726717768646244044e-01
-6.250000000000000000e-02,9.250631375154463876e-02
6.250000000000000000e-02,-9.712006541159440287e-02
1.875000000000000000e-01,-2.800807791192056473e-01
3.125000000000000000e-01,-4.424239280798367147e-01
4.375000000000000000e-01,-5.760549487547257375e-01
5.625000000000000000e-01,-6.797350485742060799e-01
6.875000000000000000e-01,-7.574363928411489422e-01
8.125000000000000000e-01,-8.150525334752620754e-01
9.375000000000000000e-01,-8.572068148378091390e-01
1.062500000000000000e+00,-8.877496602668644154e-01
1.187500000000000000e+00,-9.099925908470124503e-01
1.312500000000000000e+00,-9.264792839271976943e-01
1.437500000000000000e+00,-9.389459426647248641e-01
1.562500000000000000e+00,-9.485815707223359539e-01
1.687500000000000000e+00,-9.561610934092320546e-01
1.812500000000000000e+00,-9.621707094499716284e-01
1.937500000000000000e+00,-9.670031436971026073e-01
