# omega_z*kolmogorov_time,angle_z
-1.937500000000000000e+00,nan
-1.812500000000000000e+00,nan
-1.687500000000000000e+00,1.963856055437593229e+00
-1.562500000000000000e+00,-1.672389306005859499e-01
-1.437500000000000000e+00,nan
-1.312500000000000000e+00,1.819144358330881728e+00
-1.187500000000000000e+00,1.410231312889186794e+00
-1.062500000000000000e+00,1.871053656236000950e+00
-9.375000000000000000e-01,1.224025273811296444e+00
-8.125000000000000000e-01,6.416257678812797849e-01
-6.875000000000000000e-01,5.832823575796104443e-01
-5.625000000000000000e-01,4.808771041930983148e-01
-4.375000000000000000e-01,2.840312852330071358e-01
-3.125000000000000000e-01,2.777897940281095490e-01
-1.875000000000000000e-01,2.336506917638421776e-01
-6.250000000000000000e-02,5.741931500878534600e-02
6.250000000000000000e-02,-8.062328086199913035e-02
1.875000000000000000e-01,-1.396495729236342243e-01
3.125000000000000000e-01,-5.194998167810164214e-01
4.375000000000000000e-01,-4.743747240228337603e-01
5.625000000000000000e-01,-6.611614462998691710e-01
6.875000000000000000e-01,-6.900779285304518007e-01
8.125000000000000000e-01,-1.028228512232665759e+00
9.375000000000000000e-01,-9.484693045849024173e-01
1.062500000000000000e+00,-1.122942822785973238e+00
1.187500000000000000e+00,-7.449412158333155176e-01
1.312500000000000000e+00,-1.284723214850473472e+00
1.437500000000000000e+00,-4.994659480219260650e-01
1.562500000000000000e+00,1.370879524559361462e+00
1.687500000000000000e+00,nan
1.812500000000000000e+00,nan
1.937500000000000000e+00,nan
