# omega_z*kolmogorov_time,p_y
-1.937500000000000000e+00,3.908349999999999880e-01
-1.812500000000000000e+00,1.093747999999999942e-01
-1.687500000000000000e+00,1.892590000000000106e-01
-1.562500000000000000e+00,4.135641176470588043e-01
-1.437500000000000000e+00,4.045599310344827892e-01
-1.312500000000000000e+00,4.636845263157893804e-01
-1.187500000000000000e+00,4.244844062500001125e-01
-1.062500000000000000e+00,3.926643999999999135e-01
-9.375000000000000000e-01,4.485608224299062474e-01
-8.125000000000000000e-01,3.526647914438503228e-01
-6.875000000000000000e-01,3.289227972972972314e-01
-5.625000000000000000e-01,2.712274369747896818e-01
-4.375000000000000000e-01,2.212898871331828443e-01
-3.125000000000000000e-01,1.702834541484715136e-01
-1.875000000000000000e-01,1.203404419795222058e-01
-6.250000000000000000e-02,1.964297474747475278e-02
6.250000000000000000e-02,-1.968263175122748204e-02
1.875000000000000000e-01,-1.480450834697217277e-01
3.125000000000000000e-01,-1.788857354260091348e-01
4.375000000000000000e-01,-2.387549431818180856e-01
5.625000000000000000e-01,-3.380126964285714020e-01
6.875000000000000000e-01,-3.512008153846153946e-01
8.125000000000000000e-01,-3.864307247191012262e-01
9.375000000000000000e-01,-4.449384065934065546e-01
1.062500000000000000e+00,-4.107976142857143742e-01
1.187500000000000000e+00,-4.451933050847456941e-01
1.312500000000000000e+00,-3.437015555555554824e-01
1.437500000000000000e+00,-6.264806363636363784e-01
1.562500000000000000e+00,-5.535286999999999846e-01
1.687500000000000000e+00,-4.509760714285713790e-01
1.812500000000000000e+00,-8.730860000000000010e-02
1.937500000000000000e+00,-5.660499999999999421e-01
