# duxdy*kolmogorov_time,p_x
-1.937500000000000000e+00,nan
-1.812500000000000000e+00,nan
-1.687500000000000000e+00,nan
-1.562500000000000000e+00,6.823609999999999953e-01
-1.437500000000000000e+00,-3.099902499999999672e-01
-1.312500000000000000e+00,4.467773333333333596e-01
-1.187500000000000000e+00,1.572868333333333479e-01
-1.062500000000000000e+00,4.193425714285713979e-01
-9.375000000000000000e-01,4.068590740740740674e-01
-8.125000000000000000e-01,4.227451063829786304e-01
-6.875000000000000000e-01,5.670845054945055086e-01
-5.625000000000000000e-01,5.644166395939086422e-01
-4.375000000000000000e-01,6.071616349614392671e-01
-3.125000000000000000e-01,6.287425490196079103e-01
-1.875000000000000000e-01,6.107013603034133764e-01
-6.250000000000000000e-02,7.017649277652368012e-01
6.250000000000000000e-02,6.772536673984635991e-01
1.875000000000000000e-01,6.850890927573063394e-01
3.125000000000000000e-01,6.638981614035085466e-01
4.375000000000000000e-01,5.708072434017597008e-01
5.625000000000000000e-01,5.802218041237111601e-01
6.875000000000000000e-01,5.337348015267177059e-01
8.125000000000000000e-01,5.425017671232876815e-01
9.375000000000000000e-01,6.288465151515150175e-01
1.062500000000000000e+00,5.222007142857142403e-01
1.187500000000000000e+00,2.414392222222222495e-01
1.312500000000000000e+00,3.032108000000000025e-01
1.437500000000000000e+00,6.143705000000000416e-01
1.562500000000000000e+00,nan
1.687500000000000000e+00,nan
1.812500000000000000e+00,nan
1.937500000000000000e+00,nan
