# omega_z*kolmogorov_time,p_y
-1.937500000000000000e+00,-1.135216749999999886e-01
-1.812500000000000000e+00,-1.603006785714284343e-01
-1.687500000000000000e+00,-1.914578350951374741e-01
-1.562500000000000000e+00,-1.947612321660182055e-01
-1.437500000000000000e+00,-1.780382623255813701e-01
-1.312500000000000000e+00,-1.894589167129372975e-01
-1.187500000000000000e+00,-1.642083116261957021e-01
-1.062500000000000000e+00,-1.677293066083580253e-01
-9.375000000000000000e-01,-1.573704519308452843e-01
-8.125000000000000000e-01,-1.382296760156968007e-01
-6.875000000000000000e-01,-1.161900095152162277e-01
-5.625000000000000000e-01,-8.669403417117430011e-02
-4.375000000000000000e-01,-5.481441553551902324e-02
-3.125000000000000000e-01,-4.019787248908289479e-02
-1.875000000000000000e-01,-2.178507727762705667e-02
-6.250000000000000000e-02,2.049477965511222258e-03
6.250000000000000000e-02,1.732148138101117715e-02
1.875000000000000000e-01,2.918487571439453213e-02
3.125000000000000000e-01,4.124259120888459917e-02
4.375000000000000000e-01,5.946480993820793537e-02
5.625000000000000000e-01,7.672025709439606045e-02
6.875000000000000000e-01,9.045703990046372045e-02
8.125000000000000000e-01,1.124111642783442722e-01
9.375000000000000000e-01,1.269481600787274733e-01
1.062500000000000000e+00,1.411034517802403909e-01
1.187500000000000000e+00,1.492236304125471313e-01
1.312500000000000000e+00,1.649406146366426684e-01
1.437500000000000000e+00,1.878801206349205166e-01
1.562500000000000000e+00,1.784526103286387111e-01
1.687500000000000000e+00,1.876155519230768565e-01
1.812500000000000000e+00,1.887736971279372900e-01
1.937500000000000000e+00,1.416288375634517649e-01
