# time,position_x,position_y
0.000000000000000000e+00,0.000000000000000000e+00,4.500000000000000111e-01
1.250000000000000000e-01,1.237500000000000266e-01,4.500000000000000111e-01
2.500000000000000000e-01,2.475000000000000533e-01,4.500000000000000111e-01
3.750000000000000000e-01,3.712500000000000799e-01,4.500000000000000111e-01
5.000000000000000000e-01,4.950000000000003286e-01,4.500000000000000111e-01
6.250000000000000000e-01,6.187500000000001332e-01,4.500000000000000111e-01
7.500000000000000000e-01,7.425000000000001599e-01,4.500000000000000111e-01
8.750000000000000000e-01,8.662500000000001865e-01,4.500000000000000111e-01
1.000000000000000000e+00,9.900000000000002132e-01,4.500000000000000111e-01
1.125000000000000000e+00,1.113750000000000018e+00,4.500000000000000111e-01
1.250000000000000000e+00,1.237500000000000266e+00,4.500000000000000111e-01
1.375000000000000000e+00,1.361250000000000071e+00,4.500000000000000111e-01
1.500000000000000000e+00,1.485000000000000320e+00,4.500000000000000111e-01
1.625000000000000000e+00,1.608750000000000124e+00,4.500000000000000111e-01
1.750000000000000000e+00,1.732500000000000151e+00,4.500000000000000111e-01
1.875000000000000000e+00,1.856250000000000178e+00,4.500000000000000111e-01
2.000000000000000000e+00,1.980000000000000426e+00,4.500000000000000111e-01
2.125000000000000000e+00,2.103750000000000231e+00,4.500000000000000111e-01
2.250000000000000000e+00,2.227500000000000036e+00,4.500000000000000111e-01
2.375000000000000000e+00,2.351250000000000284e+00,4.500000000000000111e-01
2.500000000000000000e+00,2.475000000000000089e+00,4.500000000000000111e-01
2.625000000000000000e+00,2.598750000000000338e+00,4.500000000000000111e-01
2.750000000000000000e+00,2.722500000000000142e+00,4.500000000000000111e-01
2.875000000000000000e+00,2.846250000000000391e+00,4.500000000000000111e-01
3.000000000000000000e+00,2.970000000000000195e+00,4.500000000000000111e-01
3.125000000000000000e+00,3.093750000000000444e+00,4.500000000000000111e-01
3.250000000000000000e+00,3.217500000000000249e+00,4.500000000000000111e-01
3.375000000000000000e+00,3.341250000000000497e+00,4.500000000000000111e-01
3.500000000000000000e+00,3.465000000000000302e+00,4.500000000000000111e-01
3.625000000000000000e+00,3.588750000000000107e+00,4.500000000000000111e-01
3.750000000000000000e+00,3.712500000000000355e+00,4.500000000000000111e-01
3.875000000000000000e+00,3.836250000000000160e+00,4.500000000000000111e-01
4.000000000000000000e+00,3.959999999999999964e+00,4.500000000000000111e-01
4.125000000000000000e+00,4.083750000000000213e+00,4.500000000000000111e-01
4.250000000000000000e+00,4.207500000000000462e+00,4.500000000000000111e-01
4.375000000000000000e+00,4.331250000000000711e+00,4.500000000000000111e-01
4.500000000000000000e+00,4.455000000000000071e+00,4.500000000000000111e-01
4.625000000000000000e+00,4.578750000000000320e+00,4.500000000000000111e-01
4.750000000000000000e+00,4.702500000000000568e+00,4.500000000000000111e-01
4.875000000000000000e+00,4.826250000000000817e+00,4.500000000000000111e-01
5.000000000000000000e+00,4.950000000000002842e+00,4.500000000000000111e-01
