# rms_flow_velocity,rms_vorticity,average_flow_velocity_intensity,average_streching,average_vorticity_intensity,u_x,u_y,u_z,w_x,w_y,w_z,a_u_x,a_u_y,a_u_z
3.649607513369642064e-01,5.869284756572521466e+00,6.322085893195036332e-01,7.443344903962458403e+00,-1.544286352844267442e-02,6.937231698023370524e-04,6.738550368707860892e-06,-1.494033832777808815e-03,-1.489452004699979952e-02,-4.372598253848820199e-02,1.229191200015997479e-02,3.141932257616629753e-01,3.253207680192340967e-01,3.086624301340280541e-01
