# dissipation_rate,rms_flow_velocity,rms_vorticity,average_flow_velocity,average_streching,average_vorticity,taylor_micro_scale,taylor_scale_reynolds,kolmogorov_time_scale,kolmogorov_length_scale
5.170376450621775311e-01,3.617513194830652701e-01,5.928474088845410606e+00,6.265716650497501483e-01,7.497304957733344821e+00,1.026841833323585362e+01,1.232323319058419159e-01,1.114486466747833937e+01,8.795669722645356459e-02,1.875704638011577163e-02
