# scalar_diff,pdf
2.730000000000000222e-04,1.186343781364416600e+03
2.757999999999999818e-04,1.175091662913004484e+03
2.785999999999999414e-04,9.477508428591388565e+02
2.814000000000000095e-04,1.005006287052569405e+03
2.841999999999999691e-04,1.146446788196675698e+03
2.869999999999999830e-04,1.154542824643462382e+03
2.897999999999999968e-04,1.144834441955159036e+03
2.925999999999999565e-04,7.852126196185915887e+02
2.954000000000000245e-04,1.102467471566371387e+03
2.981999999999999842e-04,1.124285603685639444e+03
3.009999999999999438e-04,1.121129521680946709e+03
3.038000000000000119e-04,1.109054077489162637e+03
3.065999999999999715e-04,8.586258314663693909e+02
3.093999999999999854e-04,9.714900683725511499e+02
3.121999999999999992e-04,1.078591025096253134e+03
3.149999999999999589e-04,1.072690523957085816e+03
3.178000000000000269e-04,1.066309749469381813e+03
3.205999999999999866e-04,8.178712073191140917e+02
3.233999999999999462e-04,9.348177676878246984e+02
3.262000000000000142e-04,1.042055945368270159e+03
3.289999999999999739e-04,1.032038815527358565e+03
3.317999999999999877e-04,1.032896446506908660e+03
3.346000000000000016e-04,8.889859681417353841e+02
3.373999999999999612e-04,8.050067426261465471e+02
3.402000000000000293e-04,1.005006287052569405e+03
3.429999999999999889e-04,9.990371754350589981e+02
3.457999999999999486e-04,9.907696127923694576e+02
3.486000000000000166e-04,7.360189066327442333e+02
3.513999999999999763e-04,8.956068793037079558e+02
3.541999999999999901e-04,9.755723918351146722e+02
3.570000000000000040e-04,9.645604100579291753e+02
3.597999999999999636e-04,9.563614578936211501e+02
3.625999999999999775e-04,6.943380410275941585e+02
3.653999999999999913e-04,8.726909795306631850e+02
3.681999999999999509e-04,9.198606834048194969e+02
3.710000000000000190e-04,9.257954897831677954e+02
3.737999999999999786e-04,9.241488383024880022e+02
3.765999999999999383e-04,7.408216401181128958e+02
3.794000000000000063e-04,7.862074715548465065e+02
3.821999999999999660e-04,9.015416856820562543e+02
3.849999999999999798e-04,8.959842369347184103e+02
3.877999999999999937e-04,8.829825512850245559e+02
3.905999999999999533e-04,6.154702961499913272e+02
3.934000000000000214e-04,8.599637357944362748e+02
3.961999999999999810e-04,8.755040091435389513e+02
3.989999999999999407e-04,8.696035080043548078e+02
4.018000000000000087e-04,8.739259681411866723e+02
4.045999999999999684e-04,6.685061959241335217e+02
4.073999999999999822e-04,7.630514351075481727e+02
4.101999999999999960e-04,8.428797266821964058e+02
4.129999999999999557e-04,8.309415034471372792e+02
4.158000000000000237e-04,8.390375398939014531e+02
4.185999999999999834e-04,6.377687016177866326e+02
4.213999999999999430e-04,7.286089749696039917e+02
4.242000000000000111e-04,8.206156264535947003e+02
4.269999999999999707e-04,8.034973121021736233e+02
4.297999999999999846e-04,7.994835991179882058e+02
4.325999999999999984e-04,6.775627790679716327e+02
4.353999999999999581e-04,6.355045558318147414e+02
4.382000000000000261e-04,7.798266970671423906e+02
4.409999999999999858e-04,7.786603189349965533e+02
4.437999999999999454e-04,7.691234624426066375e+02
4.466000000000000135e-04,5.789352164220084660e+02
4.493999999999999731e-04,6.968766287270033217e+02
4.521999999999999327e-04,7.450411845374009090e+02
4.550000000000000008e-04,7.448010478631325668e+02
4.577999999999999604e-04,7.261389977485572444e+02
4.605999999999999743e-04,5.452817767852573070e+02
4.633999999999999881e-04,6.814392710954476797e+02
4.661999999999999478e-04,7.339262870426906602e+02
4.690000000000000158e-04,7.248353986596714549e+02
4.717999999999999755e-04,7.170824146047331169e+02
4.745999999999999351e-04,5.747842824810827551e+02
4.774000000000000032e-04,6.152301594757228713e+02
4.801999999999999628e-04,7.123139863585317926e+02
4.829999999999999767e-04,7.040464237158751075e+02
4.857999999999999905e-04,6.926570843077016661e+02
4.885999999999999501e-04,4.817827790608370719e+02
4.913999999999999098e-04,6.676828701837976041e+02
4.941999999999999778e-04,6.819195444439714038e+02
4.970000000000000459e-04,6.792094305486825760e+02
4.997999999999998971e-04,6.695010478604013997e+02
5.025999999999999652e-04,5.196900683560580774e+02
5.054000000000000332e-04,6.046984510471048679e+02
5.081999999999999929e-04,6.664478815732484236e+02
5.109999999999999525e-04,6.567051936458118462e+02
5.138000000000000206e-04,6.657960820288312789e+02
5.165999999999999802e-04,5.073401822508247392e+02
5.193999999999999399e-04,5.795184054881001430e+02
5.222000000000000079e-04,6.334462414809547681e+02
5.249999999999999676e-04,6.353330296358965370e+02
5.277999999999999272e-04,6.341666515037600220e+02
5.305999999999999953e-04,5.413023690402166039e+02
5.334000000000000633e-04,4.926232346421072634e+02
5.361999999999999145e-04,6.176315262184191397e+02
5.389999999999999826e-04,6.080260592476581678e+02
5.418000000000000507e-04,6.059334396576281279e+02
5.445999999999999019e-04,4.265856492182871307e+02
5.473999999999999699e-04,5.637723007039051026e+02
5.502000000000000380e-04,5.837722551465695915e+02
5.529999999999998892e-04,5.759849658524359484e+02
5.557999999999999573e-04,5.720055581073939948e+02
5.586000000000000253e-04,4.151963098101269907e+02
5.613999999999999850e-04,5.316969020694793926e+02
5.641999999999999446e-04,5.641839635741014263e+02
5.670000000000000127e-04,5.515253303162367047e+02
5.697999999999999723e-04,5.536522551454499990e+02
5.725999999999999319e-04,4.363626423849306661e+02
5.754000000000000000e-04,4.708051025228607500e+02
5.781999999999999596e-04,5.245957175589702501e+02
5.809999999999999193e-04,5.138238724560920900e+02
5.837999999999999873e-04,5.176317540051858259e+02
5.866000000000000554e-04,3.450764009237435630e+02
5.893999999999999066e-04,4.875803644824700882e+02
5.921999999999999747e-04,4.933093394257122668e+02
5.950000000000000427e-04,4.938239180134494291e+02
5.977999999999998940e-04,4.854877448924166288e+02
6.005999999999999620e-04,3.659339863459021558e+02
6.034000000000000301e-04,4.260024601522067087e+02
6.061999999999999897e-04,4.630521184678904092e+02
6.089999999999999494e-04,4.639097494474385144e+02
6.118000000000000174e-04,4.581464692649960284e+02
6.145999999999999771e-04,3.599648747283726493e+02
6.173999999999999367e-04,4.047332118598594661e+02
6.202000000000000048e-04,4.492957175562450516e+02
6.229999999999999644e-04,4.484380865766975148e+02
6.257999999999999240e-04,4.395530296287827241e+02
6.285999999999999921e-04,3.044246924940152894e+02
6.313999999999999517e-04,4.342700227948603242e+02
6.341999999999999114e-04,4.406164920434001147e+02
6.369999999999999794e-04,4.330007289451558563e+02
6.398000000000000475e-04,4.302906150498573083e+02
6.425999999999998987e-04,3.093989521752900487e+02
6.453999999999999668e-04,4.031894760966895888e+02
6.482000000000000348e-04,4.206508428399386617e+02
6.509999999999998860e-04,4.249046924984081102e+02
6.537999999999999541e-04,4.162940774639094457e+02
6.566000000000000222e-04,3.012686104893444394e+02
6.593999999999999818e-04,3.812684282599003041e+02
6.621999999999999414e-04,4.011654669850141204e+02
6.650000000000000095e-04,3.940642824745045800e+02
6.677999999999999691e-04,3.943387243879390098e+02
6.705999999999999288e-04,3.188328929501215043e+02
6.733999999999999968e-04,3.400678360032875389e+02
6.761999999999999565e-04,3.925891571896975734e+02
6.789999999999999161e-04,3.899476537727599634e+02
6.817999999999999842e-04,3.880265603785974236e+02
6.846000000000000522e-04,2.686786332671994728e+02
6.873999999999999035e-04,3.583182232476887634e+02
6.901999999999999715e-04,3.656252391932712840e+02
6.930000000000000396e-04,3.730351708564257933e+02
6.957999999999998908e-04,3.731723918131505684e+02
6.985999999999999589e-04,2.813372665250532805e+02
7.014000000000000269e-04,3.265515717658926746e+02
7.041999999999999866e-04,3.595189066190170024e+02
7.069999999999999462e-04,3.532410478488703802e+02
7.098000000000000143e-04,3.539957631108568989e+02
7.125999999999999739e-04,2.674779498958469048e+02
7.153999999999999335e-04,3.131039180068602263e+02
7.182000000000000016e-04,3.503251025184679293e+02
7.209999999999999612e-04,3.424005922675962097e+02
7.237999999999999209e-04,3.392788155021198122e+02
7.265999999999999889e-04,2.413030524005976645e+02
7.293999999999999486e-04,3.389700683494758664e+02
7.321999999999999082e-04,3.363971754108985692e+02
7.349999999999999763e-04,3.299477904448192476e+02
7.378000000000000443e-04,3.328980410144156394e+02
7.405999999999998955e-04,2.444934396444497509e+02
7.433999999999999636e-04,3.078895216513050741e+02
7.462000000000000317e-04,3.220232801939735623e+02
7.489999999999998829e-04,3.208912073009938126e+02
7.517999999999999509e-04,3.225378587816791764e+02
7.546000000000000190e-04,2.408570842912420176e+02
7.573999999999999786e-04,3.008226423799771396e+02
7.601999999999999383e-04,3.241158997840270786e+02
7.630000000000000063e-04,3.144761275741084319e+02
7.657999999999999660e-04,3.125550341799488479e+02
7.685999999999999256e-04,2.510800455672411431e+02
7.713999999999999937e-04,2.692618223332798948e+02
7.741999999999999533e-04,3.094675626536404707e+02
7.769999999999999130e-04,3.055567653869950959e+02
7.797999999999999810e-04,3.054538496694396486e+02
7.826000000000000491e-04,2.153339863404252981e+02
7.853999999999999003e-04,2.902909339513587952e+02
7.881999999999999684e-04,3.015773576419636015e+02
7.910000000000000364e-04,3.037728929495724515e+02
7.937999999999998876e-04,3.015773576419752544e+02
7.965999999999999557e-04,2.262773576392210373e+02
7.994000000000000238e-04,2.637729840642871295e+02
8.021999999999999834e-04,2.996905694869973900e+02
8.049999999999999430e-04,2.912514806484325049e+02
8.078000000000000111e-04,2.887815034273857009e+02
8.105999999999999707e-04,2.190046469328057981e+02
8.133999999999999304e-04,2.581469248385694186e+02
8.161999999999999984e-04,2.803081093496280118e+02
8.189999999999999581e-04,2.807197722197915937e+02
8.217999999999999177e-04,2.780439635636685125e+02
8.245999999999999858e-04,1.885415945399039970e+02
8.273999999999999454e-04,2.677180865701153607e+02
8.301999999999999050e-04,2.767403644747827229e+02
8.329999999999999731e-04,2.714573576408665758e+02
8.358000000000000412e-04,2.742360820145547109e+02
8.385999999999998924e-04,1.945107061574337024e+02
8.413999999999999604e-04,2.529668337221976344e+02
8.442000000000000285e-04,2.673407289391324753e+02
8.469999999999998797e-04,2.663458770028775007e+02
8.497999999999999478e-04,2.658312984151491492e+02
8.526000000000000158e-04,1.854198177744143265e+02
8.553999999999999755e-04,2.435328929473666051e+02
8.581999999999999351e-04,2.563630524011467742e+02
8.610000000000000032e-04,2.526580865695765965e+02
8.637999999999999628e-04,2.526580865695668194e+02
8.665999999999999225e-04,1.962602733556751957e+02
8.693999999999999905e-04,2.168091116252170991e+02
8.721999999999999502e-04,2.442876082093530670e+02
8.749999999999999098e-04,2.430869248380203373e+02
8.777999999999999779e-04,2.395534852023469057e+02
8.806000000000000459e-04,1.709773120791269321e+02
8.833999999999998971e-04,2.324866059310279240e+02
8.861999999999999652e-04,2.387644647011792358e+02
8.890000000000000333e-04,2.341675626509070014e+02
8.917999999999998845e-04,2.333442369105580667e+02
8.945999999999999525e-04,1.743392255188782940e+02
8.974000000000000206e-04,2.039103416930839501e+02
9.001999999999998718e-04,2.253168109421560530e+02
9.029999999999999399e-04,2.267576309877578353e+02
9.058000000000000079e-04,2.280955353158336436e+02
9.085999999999999676e-04,1.732071526258985728e+02
9.113999999999999272e-04,1.963631890732187912e+02
9.141999999999999953e-04,2.214060136754986559e+02
9.169999999999999549e-04,2.166718906684839396e+02
9.197999999999999145e-04,2.171864692562103869e+02
9.225999999999999826e-04,1.467578132171960306e+02
9.253999999999999422e-04,2.098794533106055553e+02
9.281999999999999019e-04,2.113888838345866930e+02
9.309999999999999699e-04,2.020921640164722533e+02
9.338000000000000380e-04,2.073751708503857003e+02
9.365999999999998892e-04,1.508401366797594676e+02
9.393999999999999573e-04,1.898451936287824537e+02
9.422000000000000253e-04,2.030184054743726279e+02
9.449999999999998766e-04,2.035329840620906907e+02
9.477999999999999446e-04,2.035672893012640259e+02
9.506000000000000127e-04,1.514919362242023624e+02
9.533999999999999723e-04,1.882328473872658492e+02
9.561999999999999320e-04,1.983871981849099200e+02
9.590000000000000000e-04,1.992791344036212422e+02
9.617999999999999597e-04,1.937559908954397088e+02
9.645999999999999193e-04,1.499825057002292965e+02
9.673999999999999874e-04,1.720750797329254738e+02
9.701999999999999470e-04,1.930355808726343980e+02
9.729999999999999066e-04,1.925896127632862260e+02
9.757999999999999747e-04,1.889189521708972563e+02
9.786000000000000427e-04,1.314233713031921980e+02
9.813999999999998940e-04,1.805484738106761995e+02
9.841999999999999620e-04,1.880613211913744180e+02
9.870000000000000301e-04,1.843563553597898306e+02
9.897999999999998813e-04,1.798280637878708887e+02
9.925999999999999494e-04,1.244251025102362149e+02
9.954000000000000174e-04,1.755742141294016108e+02
9.981999999999998686e-04,1.782843280247167286e+02
1.000999999999999937e-03,1.763289293914017719e+02
1.003800000000000005e-03,1.726582687989993019e+02
1.006599999999999856e-03,1.363633257452855503e+02
1.009399999999999924e-03,1.598967198236038030e+02
1.012199999999999992e-03,1.722809111680060425e+02
1.014999999999999843e-03,1.730013211908113533e+02
1.017800000000000128e-03,1.675467881609999097e+02
1.020599999999999979e-03,1.198282004599545445e+02
1.023399999999999831e-03,1.618864236961012750e+02
1.026200000000000116e-03,1.686445558147984229e+02
1.028999999999999967e-03,1.687474715323551209e+02
1.031799999999999818e-03,1.666548519422886159e+02
1.034600000000000103e-03,1.238076082049649074e+02
1.037399999999999954e-03,1.496394533084230716e+02
1.040199999999999805e-03,1.595536674317794166e+02
1.043000000000000090e-03,1.567063325797394953e+02
1.045799999999999941e-03,1.608572665206776264e+02
1.048599999999999793e-03,1.175297494348046001e+02
1.051400000000000078e-03,1.431214578639827266e+02
1.054199999999999929e-03,1.563289749487583435e+02
1.056999999999999780e-03,1.584902050171620829e+02
1.059800000000000065e-03,1.553684282516725261e+02
1.062599999999999916e-03,1.278899316675281881e+02
1.065399999999999984e-03,1.258659225558469075e+02
1.068200000000000052e-03,1.534130296183438986e+02
1.070999999999999903e-03,1.491934851990558286e+02
1.073799999999999972e-03,1.489190432856177040e+02
1.076600000000000040e-03,1.027441913477057085e+02
1.079399999999999891e-03,1.471694760873647851e+02
1.082199999999999959e-03,1.508401366797652940e+02
1.085000000000000027e-03,1.533444191399814827e+02
1.087799999999999878e-03,1.428813211897142992e+02
1.090599999999999946e-03,1.043222323500491768e+02
1.093400000000000014e-03,1.399996810984931699e+02
1.096199999999999865e-03,1.487132118505189737e+02
1.098999999999999934e-03,1.454199088891346321e+02
1.101800000000000002e-03,1.513547152674716756e+02
1.104599999999999853e-03,1.122467426008991964e+02
1.107399999999999921e-03,1.265177221002898307e+02
1.110199999999999989e-03,1.449053303014053142e+02
1.112999999999999840e-03,1.432243735815263221e+02
1.115800000000000125e-03,1.458315717592978444e+02
1.118599999999999976e-03,1.008574031927473129e+02
1.121399999999999827e-03,1.390391344014194601e+02
1.124200000000000112e-03,1.362604100277419548e+02
1.126999999999999964e-03,1.381815034219000609e+02
1.129799999999999815e-03,1.379070615084397389e+02
1.132600000000000100e-03,1.014062870196387678e+02
1.135399999999999951e-03,1.267578587745582723e+02
1.138199999999999802e-03,1.359859681142923193e+02
1.141000000000000087e-03,1.355743052441178520e+02
1.143799999999999938e-03,1.321437813260077121e+02
1.146599999999999790e-03,9.794145786233717388e+01
1.149400000000000074e-03,1.208230523962001683e+02
1.152199999999999926e-03,1.270323006880079362e+02
1.154999999999999777e-03,1.271695216447229058e+02
1.157800000000000062e-03,1.230871981821596393e+02
1.160599999999999913e-03,1.068951252886313910e+02
1.163399999999999981e-03,1.069980410061832856e+02
1.166200000000000049e-03,1.236017767698776879e+02
1.168999999999999900e-03,1.236703872482401181e+02
1.171799999999999968e-03,1.202398633301290403e+02
1.174600000000000036e-03,8.463102506003005487e+01
1.177399999999999888e-03,1.093307972704968591e+02
1.180199999999999956e-03,1.134817312114313239e+02
1.183000000000000024e-03,1.144422779084962514e+02
1.185799999999999875e-03,1.151969931704827275e+02
1.188599999999999943e-03,8.322451025360713572e+01
1.191400000000000011e-03,1.134131207330601399e+02
1.194199999999999862e-03,1.124525740359864301e+02
1.196999999999999930e-03,1.118693849699146199e+02
1.199799999999999998e-03,1.117321640131811478e+02
1.202599999999999850e-03,8.459671982084884689e+01
1.205399999999999918e-03,9.821589977579441211e+01
1.208199999999999986e-03,1.064148519400945361e+02
1.210999999999999837e-03,1.048711161769403617e+02
1.213800000000000122e-03,1.043222323500410909e+02
1.216599999999999973e-03,7.234974943316466067e+01
1.219399999999999824e-03,9.996546697402820314e+01
1.222200000000000109e-03,1.033959908921485891e+02
1.224999999999999960e-03,9.941658314713663458e+01
1.227799999999999812e-03,1.009946241494643147e+02
1.230600000000000097e-03,7.341321184777636688e+01
1.233399999999999948e-03,9.320733485533824592e+01
1.236199999999999799e-03,9.914214123367931109e+01
1.239000000000000084e-03,9.612328018573336408e+01
1.241799999999999935e-03,9.159498861382154189e+01
1.244599999999999786e-03,7.077170843082367924e+01
1.247400000000000071e-03,8.404783599394959026e+01
1.250199999999999922e-03,8.960528474131155008e+01
1.252999999999999774e-03,9.296719818106259936e+01
1.255800000000000059e-03,8.885056947931812488e+01
1.258599999999999910e-03,6.747840546943332640e+01
1.261399999999999761e-03,8.569448747464737437e+01
1.264200000000000046e-03,8.987972665475425060e+01
1.266999999999999897e-03,9.066874715592193468e+01
1.269799999999999965e-03,8.850751708751295155e+01
1.272600000000000033e-03,6.456246013902577374e+01
1.275399999999999884e-03,8.216104783898336450e+01
1.278199999999999953e-03,8.493977221266746369e+01
1.281000000000000021e-03,8.449380410330523716e+01
1.283799999999999872e-03,8.699808656353312131e+01
1.286599999999999940e-03,6.411649202967508643e+01
1.289400000000000008e-03,7.897066059513140601e+01
1.292199999999999859e-03,8.692947608517070535e+01
1.294999999999999927e-03,8.586601367056003653e+01
1.297799999999999995e-03,8.579740319219098410e+01
1.300599999999999846e-03,6.590036446709271445e+01
1.303399999999999915e-03,7.262419134661431031e+01
1.306199999999999983e-03,8.415075171149319999e+01
1.308999999999999834e-03,8.061731207582919012e+01
1.311800000000000119e-03,8.096036446764124150e+01
1.314599999999999970e-03,5.845612756477599703e+01
1.317399999999999821e-03,7.818164009396372194e+01
1.320200000000000106e-03,8.120050114190965473e+01
1.322999999999999957e-03,7.825025057233219172e+01
1.325799999999999809e-03,7.825025057232612369e+01
1.328600000000000093e-03,5.715252847588572394e+01
1.331399999999999945e-03,6.970824601621174565e+01
1.334199999999999796e-03,7.763275626706445109e+01
1.337000000000000081e-03,7.674082004835315729e+01
1.339799999999999932e-03,7.759845102788926852e+01
1.342599999999999783e-03,5.790724373787220713e+01
1.345400000000000068e-03,6.603758542381753216e+01
1.348199999999999919e-03,7.245266515070827040e+01
1.350999999999999771e-03,7.252127562906507308e+01
1.353800000000000055e-03,7.070309795246126328e+01
1.356599999999999907e-03,5.173230068525950287e+01
1.359399999999999758e-03,6.703243736007244991e+01
1.362200000000000043e-03,6.895353075421986944e+01
1.364999999999999894e-03,6.813020501387097738e+01
1.367799999999999962e-03,6.531717540101730890e+01
1.370600000000000030e-03,4.861052391976594578e+01
1.373399999999999881e-03,6.284719817996557367e+01
1.376199999999999949e-03,6.761562642615814411e+01
1.379000000000000017e-03,6.620911161972355785e+01
1.381799999999999869e-03,6.754701594779049856e+01
1.384599999999999937e-03,5.005134396538038288e+01
1.387400000000000005e-03,6.147498861271741788e+01
1.390199999999999856e-03,6.168082004780463734e+01
1.392999999999999924e-03,6.054874715482959147e+01
1.395799999999999992e-03,6.061735763318731784e+01
1.398599999999999843e-03,4.850760820222233605e+01
1.401399999999999911e-03,5.063453303146089723e+01
1.404199999999999979e-03,5.859334852149628858e+01
1.406999999999999831e-03,5.890209567412711777e+01
1.409800000000000116e-03,5.927945330512036293e+01
1.412599999999999967e-03,4.401362186948802702e+01
1.415399999999999818e-03,5.080605922736299362e+01
1.418200000000000103e-03,5.742697038933535225e+01
1.420999999999999954e-03,5.718683371507135149e+01
1.423799999999999805e-03,5.849043280395267885e+01
1.426600000000000090e-03,4.428806378293425183e+01
1.429399999999999941e-03,5.276145786069570676e+01
1.432199999999999793e-03,5.674086560571127080e+01
1.435000000000000078e-03,5.588323462618117787e+01
1.437799999999999929e-03,5.807876993378272346e+01
1.440599999999999780e-03,4.288154897650488806e+01
1.443400000000000065e-03,4.843899772385992719e+01
1.446199999999999916e-03,5.605476082209153077e+01
1.448999999999999767e-03,5.307020501332245033e+01
1.451800000000000052e-03,5.337895216595329373e+01
1.454599999999999903e-03,3.890214123148825109e+01
1.457399999999999755e-03,4.981120729110808298e+01
1.460200000000000040e-03,5.512851936419469467e+01
1.462999999999999891e-03,5.252132118642319369e+01
1.465799999999999959e-03,5.001703872619918201e+01
1.468600000000000027e-03,3.927949886247848355e+01
1.471399999999999878e-03,4.339612756422295092e+01
1.474199999999999946e-03,5.094328018409175485e+01
1.477000000000000014e-03,4.991412300865169271e+01
1.479799999999999865e-03,5.269284738232920517e+01
1.482599999999999934e-03,3.927949886248152467e+01
1.485400000000000002e-03,4.329321184667934119e+01
1.488199999999999853e-03,4.789011389696066345e+01
1.490999999999999921e-03,5.114911161917899562e+01
1.493799999999999989e-03,4.809594533204789002e+01
1.496599999999999840e-03,4.024004555955219331e+01
1.499399999999999908e-03,4.253849658469614781e+01
1.502199999999999976e-03,5.149216401098707507e+01
1.504999999999999827e-03,4.970829157356447325e+01
1.507800000000000112e-03,4.789011389696066345e+01
1.510599999999999964e-03,3.849047836131376954e+01
1.513399999999999815e-03,4.322460136831692523e+01
1.516200000000000100e-03,4.799302961450427318e+01
1.518999999999999951e-03,4.686095672152817571e+01
1.521799999999999802e-03,4.713539863497418025e+01
1.524600000000000087e-03,3.866200455721681095e+01
1.527399999999999938e-03,3.876492027476341917e+01
1.530199999999999790e-03,4.679234624316213598e+01
1.533000000000000074e-03,4.620915717708167136e+01
1.535799999999999926e-03,4.638068337299127819e+01
1.538599999999999777e-03,3.787298405604911977e+01
1.541400000000000062e-03,3.790728929523032065e+01
1.544199999999999913e-03,4.198961275779684144e+01
1.546999999999999764e-03,4.356765376012896951e+01
1.549800000000000049e-03,4.202391799697479513e+01
1.552599999999999900e-03,2.977694760928730133e+01
1.555399999999999752e-03,4.185239180106877654e+01
1.558200000000000036e-03,4.397931663030341554e+01
1.560999999999999888e-03,4.319029612913572436e+01
1.563799999999999956e-03,4.030865603791771434e+01
1.566600000000000024e-03,2.734127562741951678e+01
1.569399999999999875e-03,3.938241458002209328e+01
1.572199999999999943e-03,4.205822323615925029e+01
1.575000000000000011e-03,3.897075170984764014e+01
1.577799999999999862e-03,4.024004555955219331e+01
1.580599999999999930e-03,2.692961275724715975e+01
1.583399999999999998e-03,3.907366742739125698e+01
1.586199999999999850e-03,3.999990888528376587e+01
1.588999999999999918e-03,3.849047836131376954e+01
1.591799999999999986e-03,4.037726651627700392e+01
1.594599999999999837e-03,2.888501139057369471e+01
1.597399999999999905e-03,3.464829157301863205e+01
1.600199999999999973e-03,3.900505694902884812e+01
1.602999999999999824e-03,3.725548975078745428e+01
1.605800000000000109e-03,3.746132118587467374e+01
1.608599999999999960e-03,2.600337129935457980e+01
1.611399999999999812e-03,3.660369020634457371e+01
1.614200000000000097e-03,3.629494305371374452e+01
1.616999999999999948e-03,3.732410022915274794e+01
1.619799999999999799e-03,3.598619590108290112e+01
1.622600000000000084e-03,2.596906606017136454e+01
1.625399999999999935e-03,3.276150341805227839e+01
1.628199999999999786e-03,3.574605922681447367e+01
