# vs,filterlength,max_surftimeconst,max_average_velocity_axis
8.000000000000000000e+00,1.000000000000000000e+00,2.326530612244897878e+00,6.914745535901259954e-01
4.000000000000000000e+00,2.000000000000000000e+00,2.326530612244897878e+00,4.014036173818684716e-01
4.000000000000000000e+00,4.000000000000000000e+00,2.081632653061224580e+00,3.767419239177345891e-01
4.000000000000000000e+00,8.000000000000000000e+00,2.081632653061224580e+00,3.438130148127747088e-01
8.000000000000000000e+00,8.000000000000000000e+00,2.938775510204081343e+00,6.280596388155449405e-01
8.000000000000000000e+00,2.000000000000000000e+00,2.571428571428571175e+00,6.959467394507358184e-01
8.000000000000000000e+00,4.000000000000000000e+00,2.204081632653061007e+00,7.257443222490480572e-01
4.000000000000000000e+00,1.000000000000000000e+00,2.571428571428571175e+00,3.907578004937471983e-01
