# vs,filterlength,max_surftimeconst,max_average_velocity_axis
4.000000000000000000e+00,5.000000000000000000e+00,2.081632653061224580e+00,3.678512894904341080e-01
8.000000000000000000e+00,6.000000000000000000e+00,2.081632653061224580e+00,6.128403939760896924e-01
4.000000000000000000e+00,6.000000000000000000e+00,2.816326530612244916e+00,3.504824392962559987e-01
8.000000000000000000e+00,7.000000000000000000e+00,2.693877551020408045e+00,6.483155866790749622e-01
4.000000000000000000e+00,7.000000000000000000e+00,3.061224489795918213e+00,3.379167891829763515e-01
8.000000000000000000e+00,3.000000000000000000e+00,2.448979591836734748e+00,6.902635872489407687e-01
8.000000000000000000e+00,5.000000000000000000e+00,3.551020408163265252e+00,6.595852551139542719e-01
4.000000000000000000e+00,3.000000000000000000e+00,3.061224489795918213e+00,3.917312649120022194e-01
