# c, p(c)
0.000000000000000000e+00,0.000000000000000000e+00
5.025125628140703592e-03,1.441715451854849755e-10
1.005025125628140718e-02,7.825469817712565699e-11
1.507537688442210991e-02,5.512716918878921025e-11
2.010050251256281437e-02,4.316961141624240851e-11
2.512562814070351883e-02,3.581115045638582180e-11
3.015075376884421982e-02,3.080443663821603673e-11
3.517587939698492427e-02,2.716680988944057922e-11
4.020100502512562873e-02,2.439867846340979883e-11
4.522613065326633319e-02,2.221847180874664189e-11
5.025125628140703765e-02,2.045508946270877740e-11
5.527638190954774211e-02,1.899840178684152155e-11
6.030150753768843963e-02,1.777422521193607724e-11
6.532663316582915103e-02,1.673071223770412094e-11
7.035175879396984855e-02,1.583050306292003427e-11
7.537688442211055995e-02,1.504597680361631716e-11
8.040201005025125747e-02,1.435626022770044399e-11
8.542713567839195499e-02,1.374527804527067144e-11
9.045226130653266639e-02,1.320044415656888986e-11
9.547738693467336391e-02,1.271176038000701125e-11
1.005025125628140753e-01,1.227118169106181951e-11
1.055276381909547728e-01,1.187216018572635218e-11
1.105527638190954842e-01,1.150931158916534688e-11
1.155778894472361817e-01,1.117816747448161299e-11
1.206030150753768793e-01,1.087498850990922573e-11
1.256281407035175768e-01,1.059662187014249495e-11
1.306532663316583021e-01,1.034039108405528868e-11
1.356783919597989996e-01,1.010401003237268008e-11
1.407035175879396971e-01,9.885515156338108365e-12
1.457286432160803946e-01,9.683211567562498413e-12
1.507537688442211199e-01,9.495629899951002820e-12
1.557788944723618174e-01,9.321491574457240875e-12
1.608040201005025149e-01,9.159680764761993279e-12
1.658291457286432125e-01,9.009221839375184629e-12
1.708542713567839100e-01,8.869261493242096936e-12
1.758793969849246352e-01,8.739055288052919984e-12
1.809045226130653328e-01,8.617959163997674402e-12
1.859296482412060303e-01,8.505428494880164772e-12
1.909547738693467278e-01,8.401033709465153417e-12
1.959798994974874531e-01,8.304530107099690404e-12
2.010050251256281506e-01,8.216235843213556773e-12
2.060301507537688481e-01,8.129461547743573733e-12
2.110552763819095456e-01,8.049154683678084043e-12
2.160804020100502432e-01,7.975016513907219698e-12
2.211055276381909684e-01,7.906793240525557613e-12
2.261306532663316660e-01,7.844277224487004422e-12
2.311557788944723635e-01,7.787313213299695539e-12
2.361809045226130610e-01,7.735816687717239677e-12
2.412060301507537585e-01,7.689831885849407980e-12
2.462311557788944838e-01,7.649806424707790019e-12
2.512562814070351536e-01,7.611586454129558504e-12
2.562814070351758788e-01,7.579045688506019683e-12
2.613065326633166041e-01,7.548302741299879136e-12
2.663316582914572739e-01,7.522596764099291943e-12
2.713567839195979992e-01,7.502114638798120708e-12
2.763819095477387244e-01,7.487429825950921697e-12
2.814070351758793942e-01,7.475718927243038528e-12
2.864321608040201195e-01,7.466687594034195902e-12
2.914572864321607892e-01,7.463459677188747771e-12
2.964824120603015145e-01,7.467356465109499346e-12
3.015075376884422398e-01,7.469960337980552760e-12
3.065326633165829096e-01,7.475970082081642407e-12
3.115577889447236348e-01,7.488418691694778454e-12
3.165829145728643046e-01,7.505008572254434199e-12
3.216080402010050299e-01,7.528952015826118380e-12
3.266331658291457551e-01,7.558724955354385298e-12
3.316582914572864249e-01,7.595786257511802177e-12
3.366834170854271502e-01,7.636604799334472146e-12
3.417085427135678199e-01,7.678982325122373648e-12
3.467336683417085452e-01,7.728031986038383647e-12
3.517587939698492705e-01,7.782747611875382073e-12
3.567839195979899403e-01,7.841481682628358547e-12
3.618090452261306655e-01,7.910245869824255567e-12
3.668341708542713353e-01,7.984161938139901840e-12
3.718592964824120606e-01,8.064770303899626623e-12
3.768844221105527859e-01,8.151202060015958265e-12
3.819095477386934556e-01,8.247011832767807824e-12
3.869346733668341809e-01,8.356659199398047986e-12
3.919597989949749062e-01,8.467897635292112113e-12
3.969849246231155759e-01,8.580415567175838511e-12
4.020100502512563012e-01,8.710433177712233432e-12
4.070351758793969710e-01,8.849675680689440179e-12
4.120603015075376963e-01,8.993248763645682677e-12
4.170854271356784215e-01,9.148789567587555764e-12
4.221105527638190913e-01,9.325440041413869608e-12
4.271356783919598166e-01,9.512444287559452655e-12
4.321608040201004863e-01,9.698070954943535714e-12
4.371859296482412116e-01,9.893874751413562853e-12
4.422110552763819369e-01,1.009912788206675825e-11
4.472361809045226066e-01,1.029890662814326437e-11
4.522613065326633319e-01,1.048732583273871156e-11
4.572864321608040017e-01,1.067171667579847828e-11
4.623115577889447270e-01,1.084881626452435943e-11
4.673366834170854522e-01,1.101225223636331907e-11
4.723618090452261220e-01,1.113313162413184685e-11
4.773869346733668473e-01,1.113234743869555675e-11
4.824120603015075170e-01,1.097191182195871830e-11
4.874371859296482423e-01,1.056241413743529411e-11
4.924623115577889676e-01,9.775138787956349642e-12
4.974874371859296374e-01,8.722996854697713481e-12
5.025125628140703071e-01,7.219766076304929315e-12
5.075376884422110324e-01,5.681861393627728712e-12
5.125628140703517577e-01,4.272345167063663381e-12
5.175879396984924830e-01,3.149970079467241202e-12
5.226130653266332082e-01,2.324152433034927259e-12
5.276381909547738225e-01,1.740241069299429756e-12
5.326633165829145478e-01,1.260857398678334669e-12
5.376884422110552730e-01,8.934465445401002815e-13
5.427135678391959983e-01,6.296439685682985500e-13
5.477386934673367236e-01,4.646702491312838752e-13
5.527638190954774489e-01,3.319131136790443082e-13
5.577889447236180631e-01,2.435108302581907199e-13
5.628140703517587884e-01,1.760874980788651066e-13
5.678391959798995137e-01,1.304165507314415665e-13
5.728643216080402389e-01,9.767940339506443828e-14
5.778894472361809642e-01,6.699930455679142251e-14
5.829145728643215785e-01,4.537080738251341481e-14
5.879396984924623037e-01,3.231494869335431277e-14
5.929648241206030290e-01,2.165419641352864245e-14
5.979899497487437543e-01,1.525386035690397700e-14
6.030150753768844796e-01,1.074241765758925878e-14
6.080402010050250938e-01,7.781836954078406155e-15
6.130653266331658191e-01,5.336414100003013767e-15
6.180904522613065444e-01,3.829269886708751627e-15
6.231155778894472697e-01,2.621180678396028845e-15
6.281407035175879949e-01,1.647850136261909748e-15
6.331658291457286092e-01,1.212418099078182145e-15
6.381909547738693345e-01,9.956428631056337805e-16
6.432160804020100597e-01,7.804824166612028899e-16
6.482412060301507850e-01,5.585668425695671771e-16
6.532663316582915103e-01,3.141121977353161617e-16
6.582914572864321245e-01,0.000000000000000000e+00
6.633165829145728498e-01,0.000000000000000000e+00
6.683417085427135751e-01,0.000000000000000000e+00
6.733668341708543004e-01,0.000000000000000000e+00
6.783919597989950256e-01,0.000000000000000000e+00
6.834170854271356399e-01,0.000000000000000000e+00
6.884422110552763652e-01,0.000000000000000000e+00
6.934673366834170904e-01,0.000000000000000000e+00
6.984924623115578157e-01,0.000000000000000000e+00
7.035175879396985410e-01,0.000000000000000000e+00
7.085427135678391553e-01,0.000000000000000000e+00
7.135678391959798805e-01,0.000000000000000000e+00
7.185929648241206058e-01,0.000000000000000000e+00
7.236180904522613311e-01,0.000000000000000000e+00
7.286432160804020564e-01,0.000000000000000000e+00
7.336683417085426706e-01,0.000000000000000000e+00
7.386934673366833959e-01,0.000000000000000000e+00
7.437185929648241212e-01,0.000000000000000000e+00
7.487437185929648464e-01,0.000000000000000000e+00
7.537688442211055717e-01,0.000000000000000000e+00
7.587939698492462970e-01,0.000000000000000000e+00
7.638190954773869112e-01,0.000000000000000000e+00
7.688442211055276365e-01,0.000000000000000000e+00
7.738693467336683618e-01,0.000000000000000000e+00
7.788944723618090871e-01,0.000000000000000000e+00
7.839195979899498123e-01,0.000000000000000000e+00
7.889447236180904266e-01,0.000000000000000000e+00
7.939698492462311519e-01,0.000000000000000000e+00
7.989949748743718771e-01,0.000000000000000000e+00
8.040201005025126024e-01,0.000000000000000000e+00
8.090452261306533277e-01,0.000000000000000000e+00
8.140703517587939420e-01,0.000000000000000000e+00
8.190954773869346672e-01,0.000000000000000000e+00
8.241206030150753925e-01,0.000000000000000000e+00
8.291457286432161178e-01,0.000000000000000000e+00
8.341708542713568431e-01,0.000000000000000000e+00
8.391959798994974573e-01,0.000000000000000000e+00
8.442211055276381826e-01,0.000000000000000000e+00
8.492462311557789079e-01,0.000000000000000000e+00
8.542713567839196331e-01,0.000000000000000000e+00
8.592964824120603584e-01,0.000000000000000000e+00
8.643216080402009727e-01,0.000000000000000000e+00
8.693467336683416979e-01,0.000000000000000000e+00
8.743718592964824232e-01,0.000000000000000000e+00
8.793969849246231485e-01,0.000000000000000000e+00
8.844221105527638738e-01,0.000000000000000000e+00
8.894472361809044880e-01,0.000000000000000000e+00
8.944723618090452133e-01,0.000000000000000000e+00
8.994974874371859386e-01,0.000000000000000000e+00
9.045226130653266639e-01,0.000000000000000000e+00
9.095477386934673891e-01,0.000000000000000000e+00
9.145728643216080034e-01,0.000000000000000000e+00
9.195979899497487287e-01,0.000000000000000000e+00
9.246231155778894539e-01,0.000000000000000000e+00
9.296482412060301792e-01,0.000000000000000000e+00
9.346733668341709045e-01,0.000000000000000000e+00
9.396984924623115187e-01,0.000000000000000000e+00
9.447236180904522440e-01,0.000000000000000000e+00
9.497487437185929693e-01,0.000000000000000000e+00
9.547738693467336946e-01,0.000000000000000000e+00
9.597989949748744198e-01,0.000000000000000000e+00
9.648241206030150341e-01,0.000000000000000000e+00
9.698492462311557594e-01,0.000000000000000000e+00
9.748743718592964846e-01,0.000000000000000000e+00
9.798994974874372099e-01,0.000000000000000000e+00
9.849246231155779352e-01,0.000000000000000000e+00
9.899497487437186605e-01,0.000000000000000000e+00
9.949748743718592747e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
