# c, p(c)
0.000000000000000000e+00,0.000000000000000000e+00
5.025125628140703592e-03,7.121191237389368006e-12
1.005025125628140718e-02,3.824268387332286000e-12
1.507537688442210991e-02,2.672386429519259718e-12
2.010050251256281437e-02,2.078394268030745690e-12
2.512562814070351883e-02,1.713517953888740023e-12
3.015075376884421982e-02,1.465560476054122480e-12
3.517587939698492427e-02,1.285549667139967377e-12
4.020100502512562873e-02,1.148624500015829704e-12
4.522613065326633319e-02,1.040791203144502397e-12
5.025125628140703765e-02,9.535558606751554195e-13
5.527638190954774211e-02,8.814568307363018067e-13
6.030150753768843963e-02,8.208184637443293012e-13
6.532663316582915103e-02,7.690739020484844165e-13
7.035175879396984855e-02,7.243748837887567077e-13
7.537688442211055995e-02,6.853558271696737774e-13
8.040201005025125747e-02,6.509853313531779241e-13
8.542713567839195499e-02,6.204694481557640356e-13
9.045226130653266639e-02,5.931867925261683980e-13
9.547738693467336391e-02,5.686438819251393303e-13
1.005025125628140753e-01,5.464436987411656632e-13
1.055276381909547728e-01,5.262631152685692699e-13
1.105527638190954842e-01,5.078363921275591651e-13
1.155778894472361817e-01,4.909429222266333441e-13
1.206030150753768793e-01,4.753979959697235499e-13
1.256281407035175768e-01,4.610457514597235769e-13
1.306532663316583021e-01,4.477537282714675310e-13
1.356783919597989996e-01,4.354086139531203761e-13
1.407035175879396971e-01,4.239128886316025750e-13
1.457286432160803946e-01,4.131821535552690658e-13
1.507537688442211199e-01,4.031429859363557542e-13
1.557788944723618174e-01,3.937312027171591819e-13
1.608040201005025149e-01,3.848904449222603737e-13
1.658291457286432125e-01,3.765710154489460980e-13
1.708542713567839100e-01,3.687289187795876778e-13
1.758793969849246352e-01,3.613250627485915166e-13
1.809045226130653328e-01,3.543245912600999476e-13
1.859296482412060303e-01,3.476963235043914878e-13
1.909547738693467278e-01,3.414122803121104819e-13
1.959798994974874531e-01,3.354472822128957834e-13
2.010050251256281506e-01,3.297786068171988543e-13
2.060301507537688481e-01,3.243856955287646981e-13
2.110552763819095456e-01,3.192499014770396528e-13
2.160804020100502432e-01,3.143542720505527380e-13
2.211055276381909684e-01,3.096833606019690283e-13
2.261306532663316660e-01,3.052230628495945137e-13
2.311557788944723635e-01,3.009604742693861945e-13
2.361809045226130610e-01,2.968837653949734066e-13
2.412060301507537585e-01,2.929820724509268382e-13
2.462311557788944838e-01,2.892454011599377172e-13
2.512562814070351536e-01,2.856645419059854195e-13
2.562814070351758788e-01,2.822309947173536154e-13
2.613065326633166041e-01,2.789369027668786065e-13
2.663316582914572739e-01,2.757749932810882544e-13
2.713567839195979992e-01,2.727385249121317638e-13
2.763819095477387244e-01,2.698212407623690974e-13
2.814070351758793942e-01,2.670173263658403123e-13
2.864321608040201195e-01,2.643213720273231721e-13
2.914572864321607892e-01,2.617283390013640997e-13
2.964824120603015145e-01,2.592335290630220211e-13
3.015075376884422398e-01,2.568325570811288940e-13
3.065326633165829096e-01,2.545213262553171781e-13
3.115577889447236348e-01,2.522960057212702945e-13
3.165829145728643046e-01,2.501530102657569650e-13
3.216080402010050299e-01,2.480889819249540592e-13
3.266331658291457551e-01,2.461007732671400967e-13
3.316582914572864249e-01,2.441854321846977148e-13
3.366834170854271502e-01,2.423401880410603962e-13
3.417085427135678199e-01,2.405624390362257380e-13
3.467336683417085452e-01,2.388497406701320211e-13
3.517587939698492705e-01,2.371997951968793173e-13
3.567839195979899403e-01,2.356104419747541806e-13
3.618090452261306655e-01,2.340796486275134914e-13
3.668341708542713353e-01,2.326055029416144869e-13
3.718592964824120606e-01,2.311862054321963850e-13
3.768844221105527859e-01,2.298200625177897448e-13
3.819095477386934556e-01,2.285054802500618475e-13
3.869346733668341809e-01,2.272409585505174912e-13
3.919597989949749062e-01,2.260250859110538361e-13
3.969849246231155759e-01,2.248565345196967616e-13
4.020100502512563012e-01,2.237340557767877539e-13
4.070351758793969710e-01,2.226564761704168623e-13
4.120603015075376963e-01,2.216226934830455658e-13
4.170854271356784215e-01,2.206316733040923842e-13
4.221105527638190913e-01,2.196824458257920525e-13
4.271356783919598166e-01,2.187741029019315239e-13
4.321608040201004863e-01,2.179057953511312618e-13
4.371859296482412116e-01,2.170767304882171442e-13
4.422110552763819369e-01,2.162861698689303953e-13
4.472361809045226066e-01,2.155334272347772603e-13
4.522613065326633319e-01,2.148178666462429118e-13
4.572864321608040017e-01,2.141389007939014921e-13
4.623115577889447270e-01,2.134959894781623028e-13
4.673366834170854522e-01,2.128886382495144778e-13
4.723618090452261220e-01,2.123163972021788999e-13
4.773869346733668473e-01,2.117788599150613249e-13
4.824120603015075170e-01,2.112756625348319119e-13
4.874371859296482423e-01,2.108064829968442996e-13
4.924623115577889676e-01,2.103710403804631271e-13
4.974874371859296374e-01,2.099690943961954937e-13
5.025125628140703071e-01,2.096004450028358350e-13
5.075376884422110324e-01,2.092649321536349699e-13
5.125628140703517577e-01,2.089624356713064155e-13
5.175879396984924830e-01,2.086928752524929298e-13
5.226130653266332082e-01,2.084562106031412787e-13
5.276381909547738225e-01,2.082524417070836505e-13
5.326633165829145478e-01,2.080816092310085278e-13
5.376884422110552730e-01,2.079437950699321786e-13
5.427135678391959983e-01,2.078391230382651950e-13
5.477386934673367236e-01,2.077677597126186100e-13
5.527638190954774489e-01,2.077299154336231180e-13
5.577889447236180631e-01,2.077258454752610527e-13
5.628140703517587884e-01,2.077558513915412641e-13
5.678391959798995137e-01,2.078202825518157048e-13
5.728643216080402389e-01,2.079195378776450296e-13
5.778894472361809642e-01,2.080540677959118204e-13
5.829145728643215785e-01,2.082243764248652517e-13
5.879396984924623037e-01,2.084310240120048917e-13
5.929648241206030290e-01,2.086746296452003495e-13
5.979899497487437543e-01,2.089558742612451080e-13
6.030150753768844796e-01,2.092755039792073123e-13
6.080402010050250938e-01,2.096343337895185578e-13
6.130653266331658191e-01,2.100332516338113583e-13
6.180904522613065444e-01,2.104732229151420102e-13
6.231155778894472697e-01,2.109552954835290349e-13
6.281407035175879949e-01,2.114806051477870543e-13
6.331658291457286092e-01,2.120503817715934756e-13
6.381909547738693345e-01,2.126659560197266850e-13
6.432160804020100597e-01,2.133287668296580077e-13
6.482412060301507850e-01,2.140403696943766417e-13
6.532663316582915103e-01,2.148024458547475387e-13
6.582914572864321245e-01,2.156168125141620569e-13
6.633165829145728498e-01,2.164854342051239000e-13
6.683417085427135751e-01,2.174104354571881451e-13
6.733668341708543004e-01,2.183941149389014874e-13
6.783919597989950256e-01,2.194389612737703538e-13
6.834170854271356399e-01,2.205476707626595476e-13
6.884422110552763652e-01,2.217231672834382078e-13
6.934673366834170904e-01,2.229686246844324108e-13
6.984924623115578157e-01,2.242874920429181163e-13
7.035175879396985410e-01,2.256835222254818045e-13
7.085427135678391553e-01,2.271608042660970409e-13
7.135678391959798805e-01,2.287238001733582361e-13
7.185929648241206058e-01,2.303773868944537895e-13
7.236180904522613311e-01,2.321269043052357989e-13
7.286432160804020564e-01,2.339782102696162342e-13
7.336683417085426706e-01,2.359377440258663120e-13
7.386934673366833959e-01,2.380125994230132995e-13
7.437185929648241212e-01,2.402106098615484458e-13
7.487437185929648464e-01,2.425404472075946628e-13
7.537688442211055717e-01,2.450117374730544062e-13
7.587939698492462970e-01,2.476351967187316752e-13
7.638190954773869112e-01,2.504227914869272497e-13
7.688442211055276365e-01,2.533879291640557363e-13
7.738693467336683618e-01,2.565456850938912251e-13
7.788944723618090871e-01,2.599130751206293362e-13
7.839195979899498123e-01,2.635093846951386911e-13
7.889447236180904266e-01,2.673565689492582596e-13
7.939698492462311519e-01,2.714797425484738877e-13
7.989949748743718771e-01,2.759077841308148251e-13
8.040201005025126024e-01,2.806740884011356700e-13
8.090452261306533277e-01,2.858175104747515827e-13
8.140703517587939420e-01,2.913835633643135228e-13
8.190954773869346672e-01,2.974259529043718488e-13
8.241206030150753925e-01,3.040085685549440219e-13
8.291457286432161178e-01,3.112080992526015810e-13
8.341708542713568431e-01,3.191175203345322562e-13
8.391959798994974573e-01,3.278508165736958152e-13
8.442211055276381826e-01,3.375494951821581378e-13
8.492462311557789079e-01,3.483917504714986979e-13
8.542713567839196331e-01,3.606056593739762567e-13
8.592964824120603584e-01,3.744886880287568316e-13
8.643216080402009727e-01,3.904374226960981557e-13
8.693467336683416979e-01,4.089945400550027373e-13
8.743718592964824232e-01,4.309262580958288712e-13
8.793969849246231485e-01,4.573568635420023946e-13
8.844221105527638738e-01,4.900179850662969248e-13
8.894472361809044880e-01,5.317503987424985250e-13
8.944723618090452133e-01,5.876324824963079497e-13
8.994974874371859386e-01,6.679496813874057000e-13
9.045226130653266639e-01,7.981888898115301893e-13
9.095477386934673891e-01,1.072911921499440936e-12
9.145728643216080034e-01,4.662508256129014834e-13
9.195979899497487287e-01,0.000000000000000000e+00
9.246231155778894539e-01,0.000000000000000000e+00
9.296482412060301792e-01,0.000000000000000000e+00
9.346733668341709045e-01,0.000000000000000000e+00
9.396984924623115187e-01,0.000000000000000000e+00
9.447236180904522440e-01,0.000000000000000000e+00
9.497487437185929693e-01,0.000000000000000000e+00
9.547738693467336946e-01,0.000000000000000000e+00
9.597989949748744198e-01,0.000000000000000000e+00
9.648241206030150341e-01,0.000000000000000000e+00
9.698492462311557594e-01,0.000000000000000000e+00
9.748743718592964846e-01,0.000000000000000000e+00
9.798994974874372099e-01,0.000000000000000000e+00
9.849246231155779352e-01,0.000000000000000000e+00
9.899497487437186605e-01,0.000000000000000000e+00
9.949748743718592747e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
