# vs,max_surftimeconst,max_average_velocity_axis
8.000000000000000000e+00,0.000000000000000000e+00,2.547867028774530418e+00
1.000000000000000000e+00,4.897959183673469274e-01,3.272593614592183564e-01
4.000000000000000000e+00,0.000000000000000000e+00,1.287902615036613074e+00
