# time,average_distance,95CLI,average_effective_velocity,95CLI
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.449999999999999734e-01,9.557400000000003393e-02,6.010510193398826290e-19,-2.770260869565218664e-01,1.742176867651834031e-18
6.899999999999999467e-01,1.698569999999999525e-01,1.202102038679765258e-18,-2.461695652173912507e-01,1.742176867651834031e-18
1.034999999999999920e+00,1.735790000000000111e-01,0.000000000000000000e+00,-1.677091787439613790e-01,0.000000000000000000e+00
1.379999999999999893e+00,2.481089999999999407e-01,1.202102038679765258e-18,-1.797891304347825903e-01,8.710884338259170155e-19
1.725000000000000089e+00,3.774829999999999020e-01,2.404204077359530516e-18,-2.188307246376810788e-01,1.393741494121466801e-18
2.069999999999999840e+00,4.552820000000001865e-01,3.606306116039295196e-18,-2.199429951690822227e-01,1.742176867651833646e-18
2.415000000000000036e+00,3.633680000000000798e-01,1.202102038679765258e-18,-1.504629399585921679e-01,4.977648193290953824e-19
2.757000000000000117e+00,3.527410000000000267e-01,0.000000000000000000e+00,-1.279437794704388898e-01,0.000000000000000000e+00
3.101999999999999869e+00,3.789850000000000718e-01,1.202102038679765258e-18,-1.221744036105738562e-01,3.875248351643344178e-19
3.447000000000000064e+00,2.633000000000000340e-01,1.202102038679765258e-18,-7.638526254714245178e-02,3.487386245081999602e-19
3.791999999999999815e+00,1.638690000000000146e-01,6.010510193398826290e-19,-4.321439873417722011e-02,1.585050156487032349e-19
4.136999999999999567e+00,8.355899999999996663e-02,6.010510193398826290e-19,-2.019796954314720047e-02,1.452866858447867209e-19
4.482000000000000206e+00,1.481040000000000134e-01,0.000000000000000000e+00,-3.304417670682731345e-02,0.000000000000000000e+00
4.826999999999999957e+00,3.198800000000000532e-01,1.202102038679765258e-18,-6.626890408120987563e-02,2.490370910875834467e-19
5.171999999999999709e+00,2.540849999999999498e-01,1.202102038679765258e-18,-4.912703016241298792e-02,2.324249881438061538e-19
5.517000000000000348e+00,3.341569999999999818e-01,0.000000000000000000e+00,-6.056860612651802922e-02,0.000000000000000000e+00
5.862000000000000099e+00,3.942389999999998951e-01,2.404204077359530516e-18,-6.725332650972362658e-02,4.101337559466957457e-19
6.206999999999999851e+00,4.129050001220703758e-01,2.392432089099493738e-10,-6.652247464508947994e-02,3.854409681165609593e-11
6.551999999999999602e+00,3.967200000000001281e-01,2.404204077359530516e-18,-6.054945054945057303e-02,3.669420142490126328e-19
6.897000000000000242e+00,4.980289999999998884e-01,2.404204077359530516e-18,-7.220951138176016915e-02,3.485869330664825842e-19
7.241999999999999993e+00,4.399680000000001368e-01,2.404204077359530516e-18,-6.075227837613920989e-02,3.319806790057346931e-19
7.583999999999999631e+00,3.004649999999999821e-01,0.000000000000000000e+00,-3.961827531645569639e-02,0.000000000000000000e+00
7.929000000000000270e+00,1.911680000000000601e-01,1.202102038679765258e-18,-2.410997603733132377e-02,1.516082783049268895e-19
8.273999999999999133e+00,1.458909999999999929e-01,0.000000000000000000e+00,-1.763246313753927957e-02,0.000000000000000000e+00
8.618999999999999773e+00,8.128199999999999315e-02,0.000000000000000000e+00,-9.430560389836407237e-03,0.000000000000000000e+00
8.964000000000000412e+00,8.702600000000003388e-02,6.010510193398826290e-19,-9.708389112003572644e-03,6.705165320614486538e-20
9.308999999999999275e+00,3.651599999999999985e-02,0.000000000000000000e+00,-3.922655494682565462e-03,0.000000000000000000e+00
9.653999999999999915e+00,1.791049999999999864e-01,0.000000000000000000e+00,-1.855241350735446423e-02,0.000000000000000000e+00
9.999000000000000554e+00,4.257259999999999933e-01,0.000000000000000000e+00,-4.257685768576857654e-02,0.000000000000000000e+00
