# time,average_distance,95CLI,average_effective_velocity,95CLI
0.000000000000000000e+00,1.000000000000000167e-06,4.585655359953938515e-24,0.000000000000000000e+00,0.000000000000000000e+00
3.449999999999999734e-01,1.028160000000000046e-01,0.000000000000000000e+00,-2.980144927536232391e-01,0.000000000000000000e+00
6.899999999999999467e-01,2.267909999999999926e-01,0.000000000000000000e+00,-3.286811594202898590e-01,0.000000000000000000e+00
1.034999999999999920e+00,1.841750000000000609e-01,1.202102038679765258e-18,-1.779458937198068469e-01,1.161451245101222559e-18
1.379999999999999893e+00,1.922220000000000595e-01,1.202102038679765258e-18,-1.392905797101449683e-01,8.710884338259170155e-19
1.725000000000000089e+00,1.885180000000000466e-01,1.202102038679765258e-18,-1.092852173913043679e-01,6.968707470607334006e-19
2.069999999999999840e+00,1.301909999999999734e-01,6.010510193398826290e-19,-6.289371980676328189e-02,2.903628112753056397e-19
2.415000000000000036e+00,8.264300000000000812e-02,3.005255096699413145e-19,-3.422028985507246518e-02,1.244412048322738456e-19
2.757000000000000117e+00,1.683969999999999911e-01,0.000000000000000000e+00,-6.107943416757344313e-02,0.000000000000000000e+00
3.101999999999999869e+00,2.646499999999999964e-01,0.000000000000000000e+00,-8.531560283687944501e-02,0.000000000000000000e+00
3.447000000000000064e+00,2.982159999999999811e-01,0.000000000000000000e+00,-8.651436031331592724e-02,0.000000000000000000e+00
3.791999999999999815e+00,3.047860000000000014e-01,0.000000000000000000e+00,-8.037579113924052387e-02,0.000000000000000000e+00
4.136999999999999567e+00,9.543199999999997518e-02,6.010510193398826290e-19,-2.306768189509305830e-02,1.452866858447867209e-19
4.482000000000000206e+00,3.356919999999999349e-01,1.202102038679765258e-18,-7.489759036144577609e-02,2.682066128245794615e-19
4.826999999999999957e+00,5.847189999999998777e-01,2.404204077359530516e-18,-1.211348663766314143e-01,4.980741821751668934e-19
5.171999999999999709e+00,6.133650000000000491e-01,0.000000000000000000e+00,-1.185931941221964464e-01,0.000000000000000000e+00
5.517000000000000348e+00,4.882609999999998340e-01,3.606306116039295196e-18,-8.850099691861515461e-02,6.536715816638199769e-19
5.862000000000000099e+00,2.800799999999999401e-01,1.202102038679765258e-18,-4.777874445581711815e-02,2.050668779733478729e-19
6.206999999999999851e+00,3.130149999999999877e-01,0.000000000000000000e+00,-5.042919284678588909e-02,0.000000000000000000e+00
6.551999999999999602e+00,5.240829999999999655e-01,0.000000000000000000e+00,-7.998809523809523314e-02,0.000000000000000000e+00
6.897000000000000242e+00,6.192390000000000949e-01,2.404204077359530516e-18,-8.978367406118603622e-02,3.485869330664825842e-19
7.241999999999999993e+00,6.740779999999998440e-01,2.404204077359530516e-18,-9.307884562275611784e-02,3.319806790057346931e-19
7.583999999999999631e+00,7.273370000000002333e-01,4.808408154719061032e-18,-9.590400843881859150e-02,6.340200625948129396e-19
7.929000000000000270e+00,6.525700000000000944e-01,2.404204077359530516e-18,-8.230155126749906513e-02,3.032165566098537789e-19
8.273999999999999133e+00,8.013910000000001865e-01,4.808408154719061032e-18,-9.685641769398117829e-02,5.811467433791468834e-19
8.618999999999999773e+00,6.140740000000002308e-01,4.808408154719061032e-18,-7.124643230073096634e-02,5.578846913469150599e-19
8.964000000000000412e+00,4.555740000000001455e-01,3.606306116039295196e-18,-5.082251227130746979e-02,4.023099192368691682e-19
9.308999999999999275e+00,3.448640000000000039e-01,0.000000000000000000e+00,-3.704619185734236292e-02,0.000000000000000000e+00
9.653999999999999915e+00,1.877089999999999315e-01,1.202102038679765258e-18,-1.944354671638698351e-02,1.245185455437917234e-19
9.999000000000000554e+00,1.179440000000000349e-01,9.015765290098237991e-19,-1.179547954795479893e-02,9.016666956793916596e-20
