# time,average_distance,95CLI,average_effective_velocity,95CLI
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.449999999999999734e-01,7.579899999999997751e-02,6.010510193398826290e-19,-2.197072463768115491e-01,1.742176867651834031e-18
6.899999999999999467e-01,1.842120000000000146e-01,6.010510193398826290e-19,-2.669739130434782837e-01,8.710884338259170155e-19
1.034999999999999920e+00,3.339639999999999831e-01,0.000000000000000000e+00,-3.226705314009661874e-01,0.000000000000000000e+00
1.379999999999999893e+00,4.489710000000001755e-01,3.606306116039295196e-18,-3.253413043478262656e-01,2.613265301477750276e-18
1.725000000000000089e+00,4.986220000000000652e-01,1.202102038679765258e-18,-2.890562318840579903e-01,6.968707470607334006e-19
2.069999999999999840e+00,5.309380000000000210e-01,0.000000000000000000e+00,-2.564917874396135389e-01,0.000000000000000000e+00
2.415000000000000036e+00,6.648820000000001951e-01,4.808408154719061032e-18,-2.753134575569358700e-01,1.991059277316381530e-18
2.757000000000000117e+00,7.011100000000000110e-01,0.000000000000000000e+00,-2.543017772941603138e-01,0.000000000000000000e+00
3.101999999999999869e+00,6.400710000000000566e-01,2.404204077359530516e-18,-2.063413926499033102e-01,7.750496703286688357e-19
3.447000000000000064e+00,7.331120000000000969e-01,2.404204077359530516e-18,-2.126811720336524714e-01,6.974772490163999204e-19
3.791999999999999815e+00,7.131039999999997381e-01,4.808408154719061032e-18,-1.880548523206750366e-01,1.268040125189625879e-18
4.136999999999999567e+00,6.946390000000002285e-01,4.808408154719061032e-18,-1.679088711626783303e-01,1.162293486758293767e-18
4.482000000000000206e+00,7.336519999999998598e-01,2.404204077359530516e-18,-1.636885319053993371e-01,5.364132256491589231e-19
4.826999999999999957e+00,7.633320000000000105e-01,0.000000000000000000e+00,-1.581379738968303195e-01,0.000000000000000000e+00
5.171999999999999709e+00,9.045930000000000915e-01,2.404204077359530516e-18,-1.749019721577726449e-01,4.648499762876123077e-19
5.517000000000000348e+00,7.057629999999998072e-01,4.808408154719061032e-18,-1.279251404748957266e-01,8.715621088850934309e-19
5.862000000000000099e+00,6.054630000000000845e-01,2.404204077359530516e-18,-1.032860798362333771e-01,4.101337559466957457e-19
6.206999999999999851e+00,5.624620000000000175e-01,0.000000000000000000e+00,-9.061736748831963895e-02,0.000000000000000000e+00
6.551999999999999602e+00,4.508970000000001033e-01,2.404204077359530516e-18,-6.881822344322346963e-02,3.669420142490126328e-19
6.897000000000000242e+00,4.288340000000001040e-01,2.404204077359530516e-18,-6.217688850224736830e-02,3.485869330664825842e-19
7.241999999999999993e+00,3.706680000000001085e-01,2.404204077359530516e-18,-5.118309859154931279e-02,3.319806790057346931e-19
7.583999999999999631e+00,3.656369999999998788e-01,2.404204077359530516e-18,-4.821162974683543267e-02,3.170100312974064698e-19
7.929000000000000270e+00,2.173050000000000537e-01,1.202102038679765258e-18,-2.740635641316686161e-02,1.516082783049268895e-19
8.273999999999999133e+00,1.291929999999999468e-01,1.202102038679765258e-18,-1.561433405849648945e-02,1.452866858447867209e-19
8.618999999999999773e+00,1.499489999999999434e-01,1.202102038679765258e-18,-1.739749390880612062e-02,1.394711728367287650e-19
8.964000000000000412e+00,1.049500000000000433e-01,9.015765290098237991e-19,-1.170794288264168266e-02,1.005774798092172921e-19
9.308999999999999275e+00,1.777789999999999926e-01,0.000000000000000000e+00,-1.909754001503920912e-02,0.000000000000000000e+00
9.653999999999999915e+00,2.508449999999999847e-01,0.000000000000000000e+00,-2.598353014294592714e-02,0.000000000000000000e+00
9.999000000000000554e+00,2.261570000000000524e-01,1.202102038679765258e-18,-2.261796179617962116e-02,1.202222260905855707e-19
