# distance__t_0.0,pdf__t_0.0,distance__t_2.499,pdf__t_2.499,distance__t_4.998,pdf__t_4.998,distance__t_7.5,pdf__t_7.5,distance__t_9.999,pdf__t_9.999
-4.949999999999999956e-01,0.000000000000000000e+00,-1.486529999999999796e-01,0.000000000000000000e+00,-2.036689999999999889e-01,0.000000000000000000e+00,-1.612469999999999737e-01,0.000000000000000000e+00,-6.927400000000000224e-02,0.000000000000000000e+00
-4.849999999999999867e-01,0.000000000000000000e+00,-1.386529999999999707e-01,0.000000000000000000e+00,-1.936689999999999801e-01,0.000000000000000000e+00,-1.512469999999999648e-01,0.000000000000000000e+00,-5.927400000000000724e-02,0.000000000000000000e+00
-4.749999999999999778e-01,0.000000000000000000e+00,-1.286529999999999896e-01,0.000000000000000000e+00,-1.836689999999999989e-01,0.000000000000000000e+00,-1.412469999999999837e-01,0.000000000000000000e+00,-4.927400000000000529e-02,0.000000000000000000e+00
-4.649999999999999689e-01,0.000000000000000000e+00,-1.186529999999999807e-01,0.000000000000000000e+00,-1.736689999999999900e-01,0.000000000000000000e+00,-1.312469999999999748e-01,0.000000000000000000e+00,-3.927400000000000335e-02,0.000000000000000000e+00
-4.550000000000000155e-01,0.000000000000000000e+00,-1.086529999999999718e-01,0.000000000000000000e+00,-1.636690000000000089e-01,0.000000000000000000e+00,-1.212469999999999659e-01,0.000000000000000000e+00,-2.927400000000000488e-02,0.000000000000000000e+00
-4.450000000000000067e-01,0.000000000000000000e+00,-9.865299999999999070e-02,0.000000000000000000e+00,-1.536690000000000000e-01,0.000000000000000000e+00,-1.112469999999999848e-01,0.000000000000000000e+00,-1.927400000000000641e-02,0.000000000000000000e+00
-4.349999999999999978e-01,0.000000000000000000e+00,-8.865299999999998182e-02,0.000000000000000000e+00,-1.436689999999999912e-01,0.000000000000000000e+00,-1.012469999999999759e-01,0.000000000000000000e+00,-9.274000000000004462e-03,0.000000000000000000e+00
-4.249999999999999889e-01,0.000000000000000000e+00,-7.865299999999997294e-02,0.000000000000000000e+00,-1.336689999999999823e-01,0.000000000000000000e+00,-9.124699999999996702e-02,0.000000000000000000e+00,7.259999999999974807e-04,0.000000000000000000e+00
-4.150000000000000355e-01,0.000000000000000000e+00,-6.865299999999999181e-02,0.000000000000000000e+00,-1.236689999999999873e-01,0.000000000000000000e+00,-8.124699999999998590e-02,0.000000000000000000e+00,1.072599999999999248e-02,0.000000000000000000e+00
-4.050000000000000266e-01,0.000000000000000000e+00,-5.865299999999998293e-02,0.000000000000000000e+00,-1.136689999999999923e-01,0.000000000000000000e+00,-7.124699999999997702e-02,0.000000000000000000e+00,2.072599999999999443e-02,0.000000000000000000e+00
-3.950000000000000178e-01,0.000000000000000000e+00,-4.865299999999998098e-02,0.000000000000000000e+00,-1.036689999999999834e-01,0.000000000000000000e+00,-6.124699999999997507e-02,0.000000000000000000e+00,3.072599999999999637e-02,0.000000000000000000e+00
-3.850000000000000089e-01,0.000000000000000000e+00,-3.865299999999998598e-02,0.000000000000000000e+00,-9.366900000000000226e-02,0.000000000000000000e+00,-5.124699999999998007e-02,0.000000000000000000e+00,4.072599999999999137e-02,0.000000000000000000e+00
-3.750000000000000000e-01,0.000000000000000000e+00,-2.865299999999998404e-02,0.000000000000000000e+00,-8.366899999999999338e-02,0.000000000000000000e+00,-4.124699999999997813e-02,0.000000000000000000e+00,5.072599999999999332e-02,0.000000000000000000e+00
-3.649999999999999911e-01,0.000000000000000000e+00,-1.865299999999997516e-02,0.000000000000000000e+00,-7.366899999999998450e-02,0.000000000000000000e+00,-3.124699999999996924e-02,0.000000000000000000e+00,6.072600000000000220e-02,0.000000000000000000e+00
-3.549999999999999822e-01,0.000000000000000000e+00,-8.652999999999980152e-03,0.000000000000000000e+00,-6.366899999999998949e-02,0.000000000000000000e+00,-2.124699999999997424e-02,0.000000000000000000e+00,7.072599999999999720e-02,0.000000000000000000e+00
-3.449999999999999734e-01,0.000000000000000000e+00,1.347000000000014852e-03,0.000000000000000000e+00,-5.366899999999999449e-02,0.000000000000000000e+00,-1.124699999999997924e-02,0.000000000000000000e+00,8.072599999999999221e-02,0.000000000000000000e+00
-3.349999999999999645e-01,0.000000000000000000e+00,1.134700000000002373e-02,0.000000000000000000e+00,-4.366899999999998561e-02,0.000000000000000000e+00,-1.246999999999970354e-03,0.000000000000000000e+00,9.072600000000000109e-02,0.000000000000000000e+00
-3.249999999999999556e-01,0.000000000000000000e+00,2.134700000000001874e-02,0.000000000000000000e+00,-3.366899999999999060e-02,0.000000000000000000e+00,8.753000000000024650e-03,0.000000000000000000e+00,1.007259999999999961e-01,0.000000000000000000e+00
-3.150000000000000022e-01,0.000000000000000000e+00,3.134700000000001374e-02,0.000000000000000000e+00,-2.366899999999999560e-02,0.000000000000000000e+00,1.875300000000001965e-02,0.000000000000000000e+00,1.107259999999999911e-01,0.000000000000000000e+00
-3.049999999999999933e-01,0.000000000000000000e+00,4.134700000000002262e-02,0.000000000000000000e+00,-1.366899999999998672e-02,0.000000000000000000e+00,2.875300000000002854e-02,0.000000000000000000e+00,1.207260000000000000e-01,0.000000000000000000e+00
-2.950000000000000400e-01,0.000000000000000000e+00,5.134700000000001763e-02,0.000000000000000000e+00,-3.668999999999991712e-03,0.000000000000000000e+00,3.875300000000002354e-02,0.000000000000000000e+00,1.307260000000000089e-01,0.000000000000000000e+00
-2.850000000000000311e-01,0.000000000000000000e+00,6.134700000000001263e-02,0.000000000000000000e+00,6.331000000000003292e-03,0.000000000000000000e+00,4.875300000000001854e-02,0.000000000000000000e+00,1.407259999999999900e-01,0.000000000000000000e+00
-2.750000000000000222e-01,0.000000000000000000e+00,7.134700000000002151e-02,0.000000000000000000e+00,1.633100000000001217e-02,0.000000000000000000e+00,5.875300000000002743e-02,0.000000000000000000e+00,1.507259999999999989e-01,0.000000000000000000e+00
-2.650000000000000133e-01,0.000000000000000000e+00,8.134700000000001652e-02,0.000000000000000000e+00,2.633100000000000718e-02,0.000000000000000000e+00,6.875300000000002243e-02,0.000000000000000000e+00,1.607259999999999800e-01,0.000000000000000000e+00
-2.550000000000000044e-01,0.000000000000000000e+00,9.134700000000001152e-02,0.000000000000000000e+00,3.633100000000000218e-02,0.000000000000000000e+00,7.875300000000001743e-02,0.000000000000000000e+00,1.707259999999999889e-01,0.000000000000000000e+00
