# time,average_distance,95CLI,average_effective_velocity,95CLI
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.449999999999999734e-01,2.067060000000000286e-01,6.010510193398826290e-19,-5.991478260869566030e-01,1.742176867651834031e-18
6.899999999999999467e-01,3.479109999999999148e-01,2.404204077359530516e-18,-5.042188405797101147e-01,3.484353735303668062e-18
1.034999999999999920e+00,2.517960000000000753e-01,1.202102038679765258e-18,-2.432811594202899386e-01,1.161451245101222559e-18
1.379999999999999893e+00,5.056400000000001171e-02,3.005255096699413145e-19,-3.664057971014493542e-02,2.177721084564792539e-19
1.725000000000000089e+00,2.205460000000000198e-01,6.010510193398826290e-19,-1.278527536231884032e-01,3.484353735303667003e-19
2.069999999999999840e+00,2.247910000000000741e-01,1.803153058019647598e-18,-1.085946859903382106e-01,8.710884338259168229e-19
2.415000000000000036e+00,2.856519999999999060e-01,2.404204077359530516e-18,-1.182824016563146646e-01,9.955296386581907648e-19
2.757000000000000117e+00,2.408180000000000043e-01,0.000000000000000000e+00,-8.734784185709103255e-02,0.000000000000000000e+00
3.101999999999999869e+00,1.979690000000000338e-01,6.010510193398826290e-19,-6.381979368149581777e-02,1.937624175821672089e-19
3.447000000000000064e+00,1.380959999999999965e-01,0.000000000000000000e+00,-4.006266318537858584e-02,0.000000000000000000e+00
3.791999999999999815e+00,9.028700000000000614e-02,0.000000000000000000e+00,-2.380986286919831510e-02,0.000000000000000000e+00
4.136999999999999567e+00,7.050800000000000123e-02,0.000000000000000000e+00,-1.704326806864878141e-02,0.000000000000000000e+00
4.482000000000000206e+00,1.162810000000000232e-01,6.010510193398826290e-19,-2.594399821508255530e-02,1.341033064122897308e-19
4.826999999999999957e+00,1.181730000000000280e-01,6.010510193398826290e-19,-2.448166563082660591e-02,1.245185455437917234e-19
5.171999999999999709e+00,1.443730000000000013e-01,0.000000000000000000e+00,-2.791434648105181951e-02,0.000000000000000000e+00
5.517000000000000348e+00,5.201699999999998686e-02,3.005255096699413145e-19,-9.428493746601410500e-03,5.447263180531833943e-20
5.862000000000000099e+00,1.279399999999999704e-01,6.010510193398826290e-19,-2.182531559194813425e-02,1.025334389866739364e-19
6.206999999999999851e+00,2.298219999999999985e-01,0.000000000000000000e+00,-3.702626067343322419e-02,0.000000000000000000e+00
6.551999999999999602e+00,4.312670000000000115e-01,0.000000000000000000e+00,-6.582219169719170926e-02,0.000000000000000000e+00
6.897000000000000242e+00,5.405189999999998607e-01,2.404204077359530516e-18,-7.837016093953891316e-02,3.485869330664825842e-19
7.241999999999999993e+00,7.055040000000000200e-01,0.000000000000000000e+00,-9.741839270919636085e-02,0.000000000000000000e+00
7.583999999999999631e+00,8.103900000000000547e-01,0.000000000000000000e+00,-1.068552215189873533e-01,0.000000000000000000e+00
7.929000000000000270e+00,9.093619999999998926e-01,2.404204077359530516e-18,-1.146881069491739041e-01,3.032165566098537789e-19
8.273999999999999133e+00,8.523890000000000633e-01,2.404204077359530516e-18,-1.030201837080009786e-01,2.905733716895734417e-19
8.618999999999999773e+00,6.118460000000000010e-01,0.000000000000000000e+00,-7.098804965773292119e-02,0.000000000000000000e+00
8.964000000000000412e+00,5.332360000000002653e-01,4.808408154719061032e-18,-5.948639000446231950e-02,5.364132256491589231e-19
9.308999999999999275e+00,4.955910000000000593e-01,1.202102038679765258e-18,-5.323783435385111978e-02,1.291333160038420245e-19
9.653999999999999915e+00,4.252489999999999881e-01,0.000000000000000000e+00,-4.404899523513569615e-02,0.000000000000000000e+00
9.999000000000000554e+00,3.789040000000000741e-01,1.202102038679765258e-18,-3.789418941894189680e-02,1.202222260905855707e-19
