# pos_1,average_velocity_axis
1.389139705019461386e-03,nan
2.470278535103650856e-03,nan
4.392845456035934966e-03,2.688461538460875100e-01
7.811706625951745156e-03,4.172692307692434932e-01
1.389139705019461560e-02,5.983384615384432781e-01
2.470278535103651030e-02,8.050256410256451112e-01
4.392845456035934792e-02,1.052063424947145664e+00
7.811706625951746197e-02,1.143215390553096844e+00
1.389139705019461490e-01,1.193028881757590698e+00
2.470278535103651030e-01,1.258532368463134432e+00
4.392845456035935348e-01,1.365050789701703460e+00
7.811706625951745364e-01,1.431171026159577142e+00
