# pos_1,average_velocity_axis
1.389139705019461386e-03,8.008461538461156271e-02
2.470278535103650856e-03,1.344602564102534703e-01
4.392845456035934966e-03,2.445706454465058632e-01
7.811706625951745156e-03,4.197505877882536374e-01
1.389139705019461560e-02,6.488573231909990913e-01
2.470278535103651030e-02,7.970021242870810596e-01
4.392845456035934792e-02,8.562907216719721770e-01
7.811706625951746197e-02,8.952328057391040206e-01
1.389139705019461490e-01,9.538669976732893074e-01
2.470278535103651030e-01,1.024360538389620157e+00
4.392845456035935348e-01,1.102279567652520997e+00
7.811706625951745364e-01,1.177009690788135998e+00
