# pos_1,average_velocity_axis
1.389139705019461386e-03,nan
2.470278535103650856e-03,nan
4.392845456035934966e-03,nan
7.811706625951745156e-03,nan
1.389139705019461560e-02,nan
2.470278535103651030e-02,1.580581196581190895e+00
4.392845456035934792e-02,1.416158653846153248e+00
7.811706625951746197e-02,1.489892699657029862e+00
1.389139705019461490e-01,1.517777221526910081e+00
2.470278535103651030e-01,1.591125920284338191e+00
4.392845456035935348e-01,1.681810794182493352e+00
7.811706625951745364e-01,1.752828024907793658e+00
