# pos_1,average_velocity_axis
1.389139705019461386e-03,nan
2.470278535103650856e-03,nan
4.392845456035934966e-03,5.250769230769400941e-01
7.811706625951745156e-03,6.589519230769069758e-01
1.389139705019461560e-02,9.148307692307676708e-01
2.470278535103651030e-02,1.116226199543031594e+00
4.392845456035934792e-02,1.174837197484592810e+00
7.811706625951746197e-02,1.221874935958429997e+00
1.389139705019461490e-01,1.310877368777655372e+00
2.470278535103651030e-01,1.372654428473523369e+00
4.392845456035935348e-01,1.449752101644985913e+00
7.811706625951745364e-01,1.521227107155073144e+00
