# pos_1,average_velocity_axis
1.389139705019461386e-03,1.224670769917507035e-01
2.470278535103650856e-03,1.719852599919047265e-01
4.392845456035934966e-03,2.636611093128186645e-01
7.811706625951745156e-03,4.008174159800331759e-01
1.389139705019461560e-02,5.530034268739443259e-01
2.470278535103651030e-02,6.797852529562796731e-01
4.392845456035934792e-02,7.693598433413362248e-01
7.811706625951746197e-02,8.382005600374916598e-01
1.389139705019461490e-01,9.097583270218878582e-01
2.470278535103651030e-01,9.881552546439819062e-01
4.392845456035935348e-01,1.074130730786410304e+00
7.811706625951745364e-01,1.156931034779088430e+00
