# pos_1,average_velocity_axis
1.389139705019461386e-03,2.681188356506964965e-01
2.470278535103650856e-03,3.296544904667982334e-01
4.392845456035934966e-03,4.186919905721006585e-01
7.811706625951745156e-03,5.534790079541539454e-01
1.389139705019461560e-02,6.979987694286492461e-01
2.470278535103651030e-02,8.322361599793421938e-01
4.392845456035934792e-02,9.215769047496842337e-01
7.811706625951746197e-02,9.908497679064163233e-01
1.389139705019461490e-01,1.060663189148675745e+00
2.470278535103651030e-01,1.134733272992233033e+00
4.392845456035935348e-01,1.218963133278819555e+00
7.811706625951745364e-01,1.303789128225395499e+00
