# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,6.775969985826459097e-02
4.392845456035934792e-02,3.048326353023744217e-01
7.811706625951746197e-02,6.428249553645135617e-01
1.389139705019461490e-01,8.515027988911423318e-01
2.470278535103651030e-01,9.757396779590099545e-01
4.392845456035935348e-01,1.019919192282527920e+00
7.811706625951745364e-01,1.167798668912199966e+00
