# pos_1,concentration
1.389139705019461386e-03,9.046366519683011198e-01
2.470278535103650856e-03,9.043814643264266318e-01
4.392845456035934966e-03,1.017142142253822268e+00
7.811706625951745156e-03,1.036715671579811593e+00
1.389139705019461560e-02,1.015203353875537839e+00
2.470278535103651030e-02,9.778624583029491557e-01
4.392845456035934792e-02,9.980707270865630809e-01
7.811706625951746197e-02,1.054590079710498118e+00
1.389139705019461490e-01,1.003141531849293777e+00
2.470278535103651030e-01,9.999067564959056575e-01
4.392845456035935348e-01,9.980707270865634140e-01
7.811706625951745364e-01,9.979282059362221124e-01
