# pos_1,concentration
1.389139705019461386e-03,7.034411965759038710e-01
2.470278535103650856e-03,1.073701005549084542e+00
4.392845456035934966e-03,8.580123184528647418e-01
7.811706625951745156e-03,9.292511399184535392e-01
1.389139705019461560e-02,1.165702554325783291e+00
2.470278535103651030e-02,9.945861946138891962e-01
4.392845456035934792e-02,9.183909630847328920e-01
7.811706625951746197e-02,1.052555618099940693e+00
1.389139705019461490e-01,1.003911079113325444e+00
2.470278535103651030e-01,9.996721467454373622e-01
4.392845456035935348e-01,9.848074721797882569e-01
7.811706625951745364e-01,1.008594891096106227e+00
