# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,1.355193997165291819e-01
4.392845456035934792e-02,6.350679902132799759e-02
7.811706625951746197e-02,1.428499900810030476e-01
1.389139705019461490e-01,2.369748355404594220e-01
2.470278535103651030e-01,5.646641654855382164e-01
4.392845456035935348e-01,8.179675713947048843e-01
7.811706625951745364e-01,1.582063640147108652e+00
