# pos_1,average_velocity_axis
1.389139705019461386e-03,nan
2.470278535103650856e-03,nan
4.392845456035934966e-03,nan
7.811706625951745156e-03,nan
1.389139705019461560e-02,nan
2.470278535103651030e-02,1.102586538461530985e+00
4.392845456035934792e-02,1.218244755244763500e+00
7.811706625951746197e-02,1.383099067599068865e+00
1.389139705019461490e-01,1.539083267248213982e+00
2.470278535103651030e-01,1.705478709677417992e+00
4.392845456035935348e-01,1.762585832166545297e+00
7.811706625951745364e-01,1.833352449048939015e+00
