# pos_1,average_velocity_axis
1.389139705019461386e-03,1.162492877492826426e-01
2.470278535103650856e-03,1.754149659863933619e-01
4.392845456035934966e-03,2.975657159877865277e-01
7.811706625951745156e-03,5.030092130092117531e-01
1.389139705019461560e-02,6.979413198970676468e-01
2.470278535103651030e-02,8.052271888197741756e-01
4.392845456035934792e-02,8.514962869749612695e-01
7.811706625951746197e-02,8.915158754544804109e-01
1.389139705019461490e-01,9.486733285724077147e-01
2.470278535103651030e-01,1.020009954970104049e+00
4.392845456035935348e-01,1.101017560360269432e+00
7.811706625951745364e-01,1.178218597497869169e+00
