# pos_1,average_velocity_axis
1.389139705019461386e-03,1.534405594405789941e-01
2.470278535103650856e-03,2.238964497041334156e-01
4.392845456035934966e-03,3.279493006993003390e-01
7.811706625951745156e-03,5.876842304537137629e-01
1.389139705019461560e-02,7.894089170135446532e-01
2.470278535103651030e-02,8.558325249437129800e-01
4.392845456035934792e-02,8.918995887047362903e-01
7.811706625951746197e-02,9.302872765167536917e-01
1.389139705019461490e-01,9.856231225616802760e-01
2.470278535103651030e-01,1.056785848045331822e+00
4.392845456035935348e-01,1.140587882956074051e+00
7.811706625951745364e-01,1.218525277890444292e+00
