# pos_1,average_velocity_axis
1.389139705019461386e-03,nan
2.470278535103650856e-03,nan
4.392845456035934966e-03,nan
7.811706625951745156e-03,nan
1.389139705019461560e-02,nan
2.470278535103651030e-02,1.402934065934069663e+00
4.392845456035934792e-02,1.492155527532575521e+00
7.811706625951746197e-02,1.554964949423665033e+00
1.389139705019461490e-01,1.570108756652153437e+00
2.470278535103651030e-01,1.638986429096019437e+00
4.392845456035935348e-01,1.758357210795385095e+00
7.811706625951745364e-01,1.803700442493098688e+00
