# pos_1,concentration
1.389139705019461386e-03,1.610132319982009896e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,1.018337093078838684e+00
7.811706625951745156e-03,5.726530304124419768e-01
1.389139705019461560e-02,1.127092623987406617e+00
2.470278535103651030e-02,5.432663655302968353e-01
4.392845456035934792e-02,1.425671930310373980e+00
7.811706625951746197e-02,1.460265227551727163e+00
1.389139705019461490e-01,8.855727759901051988e-01
2.470278535103651030e-01,9.235528214015044091e-01
4.392845456035935348e-01,9.674202384248968833e-01
7.811706625951745364e-01,1.013595863830022425e+00
