# pos_1,average_velocity_axis
1.389139705019461386e-03,1.721538461537236997e-01
2.470278535103650856e-03,2.224615384617524005e-01
4.392845456035934966e-03,2.714153846153631311e-01
7.811706625951745156e-03,4.445109890109932849e-01
1.389139705019461560e-02,7.447561929595770680e-01
2.470278535103651030e-02,9.049478352972325501e-01
4.392845456035934792e-02,9.835818074563476010e-01
7.811706625951746197e-02,1.036428448987058104e+00
1.389139705019461490e-01,1.108192622383339376e+00
2.470278535103651030e-01,1.179347899472575678e+00
4.392845456035935348e-01,1.257734234818243646e+00
7.811706625951745364e-01,1.321685157691954160e+00
