# pos_1,concentration
1.389139705019461386e-03,4.019035318566293036e-01
2.470278535103650856e-03,4.520139294058770907e-01
4.392845456035934966e-03,3.812791680998967037e-01
7.811706625951745156e-03,6.432270979703095248e-01
1.389139705019461560e-02,1.085139536012898809e+00
2.470278535103651030e-02,9.718299482226360198e-01
4.392845456035934792e-02,7.879769474064530765e-01
7.811706625951746197e-02,1.100633034304751678e+00
1.389139705019461490e-01,9.565304058187774627e-01
2.470278535103651030e-01,1.035111898339458714e+00
4.392845456035935348e-01,1.040892128912718206e+00
7.811706625951745364e-01,9.869962469966636620e-01
