# pos_1,concentration
1.389139705019461386e-03,1.610132319982009896e+00
2.470278535103650856e-03,9.054439425504943184e-01
4.392845456035934966e-03,5.091685465394193422e-01
7.811706625951745156e-03,8.589795456186630762e-01
1.389139705019461560e-02,9.660793919892056714e-01
2.470278535103651030e-02,2.716331827651484176e-01
4.392845456035934792e-02,7.637528198091287912e-01
7.811706625951746197e-02,1.488897879072349273e+00
1.389139705019461490e-01,1.239801886386147300e+00
2.470278535103651030e-01,9.326072608270092879e-01
4.392845456035935348e-01,9.674202384248968833e-01
7.811706625951745364e-01,9.906897426135246043e-01
