# pos_1,max_average_velocity_axis,parameter
1.389139705019461386e-03,5.087193347193423865e-01,0.000000000000000000e+00
2.470278535103650856e-03,4.814850538062960816e-01,0.000000000000000000e+00
4.392845456035934966e-03,5.934463850006410635e-01,0.000000000000000000e+00
7.811706625951745156e-03,7.834898785425162826e-01,5.000000000000000000e-01
1.389139705019461560e-02,1.052039279869074084e+00,1.250000000000000000e+00
2.470278535103651030e-02,1.165994784876143164e+00,1.750000000000000000e+00
4.392845456035934792e-02,1.193140360340921635e+00,7.500000000000000000e-01
7.811706625951746197e-02,1.245148958504182835e+00,7.500000000000000000e-01
1.389139705019461490e-01,1.329833246313051553e+00,7.500000000000000000e-01
2.470278535103651030e-01,1.382658958098407442e+00,5.000000000000000000e-01
4.392845456035935348e-01,1.451144498244107961e+00,7.500000000000000000e-01
7.811706625951745364e-01,1.521227107155073144e+00,2.500000000000000000e-01
