# pos_1,average_velocity_axis
1.389139705019461386e-03,nan
2.470278535103650856e-03,nan
4.392845456035934966e-03,nan
7.811706625951745156e-03,nan
1.389139705019461560e-02,nan
2.470278535103651030e-02,1.535714285714278704e+00
4.392845456035934792e-02,1.565820879120879194e+00
7.811706625951746197e-02,1.563587692307689903e+00
1.389139705019461490e-01,1.679340319406945392e+00
2.470278535103651030e-01,1.782804721896447786e+00
4.392845456035935348e-01,1.852214227759314102e+00
7.811706625951745364e-01,1.925766771771371566e+00
