# pos_1,average_velocity_axis
1.389139705019461386e-03,nan
2.470278535103650856e-03,1.565384615385476408e-01
4.392845456035934966e-03,2.369450549450094756e-01
7.811706625951745156e-03,3.732769230769150681e-01
1.389139705019461560e-02,6.851425641025656876e-01
2.470278535103651030e-02,8.835254079254083459e-01
4.392845456035934792e-02,9.701084226850519299e-01
7.811706625951746197e-02,1.015062131703736270e+00
1.389139705019461490e-01,1.087109466330664631e+00
2.470278535103651030e-01,1.159140780056532538e+00
4.392845456035935348e-01,1.246617672113800035e+00
7.811706625951745364e-01,1.306029101370490775e+00
