# pos_1,average_velocity_axis
1.389139705019461386e-03,1.294017094016993163e-01
2.470278535103650856e-03,2.056695156695130533e-01
4.392845456035934966e-03,3.071400394477258322e-01
7.811706625951745156e-03,4.502769230769254061e-01
1.389139705019461560e-02,7.457809755581417122e-01
2.470278535103651030e-02,8.822118902488098602e-01
4.392845456035934792e-02,9.198345482298621034e-01
7.811706625951746197e-02,9.608577271596896452e-01
1.389139705019461490e-01,1.013101201213338243e+00
2.470278535103651030e-01,1.083993772456445237e+00
4.392845456035935348e-01,1.157152565526347932e+00
7.811706625951745364e-01,1.232080527995236041e+00
