# pos_1,average_velocity_axis
1.389139705019461386e-03,nan
2.470278535103650856e-03,nan
4.392845456035934966e-03,nan
7.811706625951745156e-03,5.966153846154261808e-01
1.389139705019461560e-02,7.694615384614860165e-01
2.470278535103651030e-02,6.996410256410293682e-01
4.392845456035934792e-02,1.280551282051281214e+00
7.811706625951746197e-02,1.282132244467859117e+00
1.389139705019461490e-01,1.399372017560603476e+00
2.470278535103651030e-01,1.466121200105737321e+00
4.392845456035935348e-01,1.556227536856945148e+00
7.811706625951745364e-01,1.605123412402325478e+00
