# pos_1,average_velocity_axis
1.389139705019461386e-03,1.501538461538596825e-01
2.470278535103650856e-03,2.150666666666394833e-01
4.392845456035934966e-03,3.018009049773822672e-01
7.811706625951745156e-03,5.095665581634379881e-01
1.389139705019461560e-02,7.476461814666477412e-01
2.470278535103651030e-02,8.703863539747754841e-01
4.392845456035934792e-02,9.138198751225166117e-01
7.811706625951746197e-02,9.530917332747260717e-01
1.389139705019461490e-01,1.008962888059323770e+00
2.470278535103651030e-01,1.070882411312725324e+00
4.392845456035935348e-01,1.147794676477132070e+00
7.811706625951745364e-01,1.227946705231467650e+00
