# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,3.011685892676717324e-02
2.470278535103651030e-02,2.201674066728376566e-01
4.392845456035934792e-02,5.333320729999273535e-01
7.811706625951746197e-02,6.819488209188497851e-01
1.389139705019461490e-01,8.322292016763328526e-01
2.470278535103651030e-01,9.546232940609447049e-01
4.392845456035935348e-01,1.086664098737352147e+00
7.811706625951745364e-01,1.118253249799914917e+00
